,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Blocks,Blocks,Blocks,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches,-9999
510,Roli Pereira de Sa,fr FRA,MF,Nantes,24,1996,6.4,12,4,3,5,4,3,20,15.0,17,6,0,6,6,18,3,0,Matches,60f58477
511,Mathys Saban,fr FRA,FWMF,Saint-Étienne,19,2002,0.8,4,2,2,2,0,1,1,100.0,0,1,0,1,0,4,0,0,Matches,7d9f3d69
512,Falaye Sacko,ml MLI,DF,Saint-Étienne,26,1995,7.4,15,10,14,1,0,13,16,81.3,3,11,7,4,4,19,18,2,Matches,6388e356
513,Rafiki Said Ahamada,fr FRA,MFFW,Brest,21,2000,1.4,4,3,1,2,1,3,4,75.0,1,2,0,2,0,4,0,0,Matches,c2e5f306
514,Wesley Saïd,fr FRA,FWMF,Lens,26,1995,7.3,10,5,1,8,1,1,9,11.1,8,4,0,4,2,12,0,0,Matches,90fcf472
515,Mamadou Sakho,fr FRA,DF,Montpellier,31,1990,28.6,34,22,26,8,0,16,26,61.5,10,41,34,7,41,75,134,4,Matches,87935cf3
516,Bakary Sako,ml MLI,FWMF,Saint-Étienne,33,1988,1.7,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,0,0,Matches,381d7d54
517,William Saliba,fr FRA,DF,Marseille,20,2001,36.0,54,32,36,16,2,27,35,77.1,8,24,16,8,48,102,85,0,Matches,972aeb2a
518,Romain Salin,fr FRA,GK,Rennes,37,1984,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,74733221
519,Yoann Salmier,gf GUF,DF,Troyes,28,1992,29.6,58,33,44,11,3,26,34,76.5,8,30,14,16,40,98,94,0,Matches,c3725db2
520,Mama Samba Baldé,gw GNB,MFFW,Troyes,25,1995,19.1,40,28,16,14,10,8,26,30.8,18,32,1,31,5,45,9,0,Matches,fb14aa28
521,Junior Sambia,fr FRA,DFFW,Montpellier,24,1996,17.0,22,13,12,7,3,13,22,59.1,9,22,3,19,21,43,31,0,Matches,24eb7ed6
522,Renato Sanches,pt POR,MFFW,Lille,23,1997,18.3,19,7,8,10,1,9,26,34.6,17,14,3,11,14,33,7,0,Matches,032f894e
523,Philippe Sandler,nl NED,DF,Troyes,24,1997,0.8,0,0,0,0,0,0,0,,0,1,1,0,3,3,6,0,Matches,60740e70
524,Baptiste Santamaria,fr FRA,MFDF,Rennes,26,1995,28.0,52,27,15,31,6,24,44,54.5,20,33,12,21,32,84,42,0,Matches,5e22e2a4
525,Pablo Sarabia,es ESP,FW,Paris S-G,29,1992,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches,9744ff80
526,Martin Satriano,uy URU,FW,Brest,20,2001,10.4,5,2,1,1,3,2,7,28.6,5,8,0,8,2,7,3,0,Matches,86383d0e
527,Téji Savanier,fr FRA,MF,Montpellier,29,1991,26.8,46,27,18,19,9,21,59,35.6,38,23,1,22,25,71,12,1,Matches,6bde367b
528,Morgan Schneiderlin,fr FRA,MF,Nice,31,1989,7.2,21,12,9,11,1,6,13,46.2,7,8,2,6,20,41,18,0,Matches,51b41c5c
529,Alidu Seidu,gh GHA,DF,Clermont Foot,21,2000,15.7,34,20,20,13,1,16,27,59.3,11,25,11,14,34,68,49,1,Matches,cea59f02
530,Matz Sels,be BEL,GK,Strasbourg,29,1992,37.0,1,1,1,0,0,0,0,,0,0,0,0,1,2,22,0,Matches,834b5c4c
531,Xherdan Shaqiri,ch SUI,FWMF,Lyon,29,1991,7.5,7,3,0,5,2,2,10,20.0,8,2,0,2,2,9,2,0,Matches,6421ec64
532,Mahame Siby,ml MLI,DF,Strasbourg,25,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches,6d075c67
533,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,25,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,ae5b93a0
534,Djibril Sidibé,fr FRA,DF,Monaco,29,1992,10.5,24,13,13,8,3,9,24,37.5,15,10,1,9,16,40,13,0,Matches,4c5b714f
535,Kaj Sierhuis,nl NED,FW,Reims,23,1998,0.9,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0,Matches,9c2b1f11
536,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,24,1997,29.6,53,30,31,18,4,28,59,47.5,31,30,6,24,27,80,37,3,Matches,30af8b93
537,Gabriel Silva,br BRA,DFMF,Saint-Étienne,30,1991,7.9,12,7,7,2,3,9,13,69.2,4,9,3,6,17,29,13,0,Matches,4914ed4a
538,Moses Simon,ng NGA,FWMF,Nantes,26,1995,25.9,17,11,6,5,6,11,23,47.8,12,14,3,11,12,29,5,0,Matches,5f3eaaf5
539,Xavi Simons,nl NED,MFFW,Paris S-G,18,2003,1.5,1,1,0,1,0,1,2,50.0,1,3,0,3,0,1,0,0,Matches,da4d670f
540,Issouf Sissokho,ml MLI,MF,Bordeaux,19,2002,4.8,17,8,2,13,2,8,17,47.1,9,8,1,7,7,24,0,0,Matches,792a9d41
541,Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,23,1997,25.6,47,23,18,20,9,19,46,41.3,27,32,11,21,35,82,31,0,Matches,0f8418aa
542,Nelson Sissoko,fr FRA,DF,Saint-Étienne,24,1997,0.5,2,0,2,0,0,1,1,100.0,0,0,0,0,0,2,2,0,Matches,12bd0579
543,Sambou Sissoko,fr FRA,MFDF,Reims,22,1999,2.0,12,6,6,4,2,6,8,75.0,2,2,0,2,2,14,7,0,Matches,e4bb1f08
544,Islam Slimani,dz ALG,FW,Lyon,33,1988,6.4,3,2,0,1,2,1,6,16.7,5,4,0,4,2,5,5,0,Matches,ffec9769
545,Florian Sotoca,fr FRA,FWMF,Lens,30,1990,27.6,31,19,7,20,4,12,51,23.5,39,31,4,27,25,56,41,0,Matches,7a42d0df
546,Sambou Soumano,sn SEN,FWMF,Lorient,20,2001,5.0,4,1,1,2,1,2,2,100.0,0,3,0,3,1,5,7,0,Matches,7cc00776
547,Arnaud Souquet,fr FRA,DF,Montpellier,29,1992,25.9,56,35,30,17,9,32,65,49.2,33,21,7,14,34,90,60,1,Matches,4e0afc5d
548,Saidou Sow,gn GUI,DF,Saint-Étienne,19,2002,11.0,28,17,21,6,1,16,21,76.2,5,15,5,10,23,51,34,0,Matches,f6b94e8d
549,Calvin Stengs,nl NED,MF,Nice,22,1998,11.9,16,7,6,9,1,7,20,35.0,13,10,0,10,8,24,6,0,Matches,8f7e6783
550,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,19,2002,11.3,23,12,7,9,7,10,17,58.8,7,10,1,9,4,27,5,0,Matches,a62f8bf1
551,Abdoulaye Sylla,gn GUI,DF,Nantes,21,2000,1.7,4,4,2,1,1,2,4,50.0,2,5,3,2,1,5,3,0,Matches,2aeb43f1
552,Waniss Taibi,fr FRA,MFFW,Angers,19,2002,1.5,8,7,4,4,0,2,4,50.0,2,0,0,0,1,9,1,0,Matches,95192fe4
553,Flavien Tait,fr FRA,MF,Rennes,28,1993,23.6,28,19,13,9,6,13,40,32.5,27,15,4,11,19,47,13,1,Matches,a0f9b535
554,Florian Tardieu,fr FRA,MF,Troyes,29,1992,29.2,58,25,31,21,6,31,71,43.7,40,31,9,22,42,100,38,0,Matches,ed39121c
555,Oussama Targhalline,ma MAR,FW,Marseille,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,abd56820
556,Loum Tchaouna,fr FRA,FWMF,Rennes,17,2003,1.0,3,1,1,2,0,1,5,20.0,4,0,0,0,2,5,0,0,Matches,a3c8b4d3
557,Warren Tchimbembé,cg CGO,MF,Metz,23,1998,2.3,1,1,0,1,0,0,1,0.0,1,2,1,1,2,3,2,0,Matches,93b8f9f4
558,Aurélien Tchouaméni,fr FRA,MF,Monaco,21,2000,32.5,86,45,33,49,4,29,55,52.7,26,39,7,32,101,187,34,0,Matches,4f255115
559,Mathys Tel,fr FRA,FWMF,Rennes,16,2005,0.6,2,1,1,1,0,0,0,,0,0,0,0,1,3,2,0,Matches,829aa60c
560,Jordan Tell,fr FRA,FW,Clermont Foot,24,1997,3.2,5,5,0,3,2,1,4,25.0,3,3,0,3,0,5,1,0,Matches,4f093689
561,Martin Terrier,fr FRA,FWMF,Rennes,24,1997,30.9,55,33,22,16,17,25,43,58.1,18,29,3,26,18,73,17,0,Matches,5148dcc5
562,Tetê,br BRA,FWMF,Lyon,21,2000,6.5,10,5,4,5,1,3,13,23.1,10,4,0,4,3,13,1,0,Matches,7120a04d
563,Sada Thioub,sn SEN,FW,Angers,26,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,f4bc42b1
564,Sada Thioub,sn SEN,DFMF,Saint-Étienne,26,1995,10.6,13,8,5,8,0,6,14,42.9,8,9,0,9,10,23,8,0,Matches,f4bc42b1
565,Romain Thomas,fr FRA,DF,Angers,33,1988,28.5,49,37,28,21,0,30,57,52.6,27,35,19,16,44,93,126,0,Matches,275e2c51
566,Adrien Thomasson,fr FRA,MF,Strasbourg,27,1993,26.5,64,31,18,27,19,30,93,32.3,63,56,4,52,29,93,16,1,Matches,c76b7567
567,Thuler,br BRA,DF,Montpellier,22,1999,9.5,21,12,17,4,0,8,15,53.3,7,9,7,2,9,30,30,0,Matches,db23d9fc
568,Khéphren Thuram-Ulie,fr FRA,MF,Nice,20,2001,21.1,33,19,11,18,4,17,35,48.6,18,31,11,20,28,61,19,0,Matches,7d9397f8
569,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,22,1999,1.7,6,3,1,4,1,2,2,100.0,0,1,0,1,0,6,1,0,Matches,9ddf7fae
570,Jean-Clair Todibo,fr FRA,DF,Nice,21,1999,34.6,59,37,43,15,1,39,60,65.0,21,45,21,24,51,110,130,2,Matches,88f130ed
571,Karl Toko Ekambi,cm CMR,FW,Lyon,28,1992,25.5,13,7,4,6,3,4,21,19.0,17,26,0,26,20,33,5,0,Matches,5ceba7fc
572,Yoann Touzghar,tn TUN,FW,Troyes,34,1986,16.2,5,2,1,3,1,1,3,33.3,2,3,1,2,3,8,8,0,Matches,4e47507a
573,Amadou Traore,fr FRA,FW,Bordeaux,19,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,4eb0686f
574,Boubacar Traoré,ml MLI,MF,Metz,19,2001,19.2,43,26,18,23,2,10,39,25.6,29,29,5,24,25,68,11,1,Matches,999ceb5f
575,Charles Traore,ml MLI,DF,Nantes,29,1992,8.0,16,12,10,4,2,2,13,15.4,11,11,4,7,15,31,30,0,Matches,de488e56
576,Hamari Traoré,ml MLI,DF,Rennes,29,1992,32.1,63,36,25,26,12,41,59,69.5,18,29,8,21,37,100,81,1,Matches,a4b1028a
577,Ismaël Traoré,ci CIV,DF,Angers,34,1986,35.7,28,17,16,11,1,13,28,46.4,15,25,17,8,44,72,122,1,Matches,b666421b
578,Miguel Trauco,pe PER,DFMF,Saint-Étienne,28,1992,12.4,25,18,16,8,1,12,22,54.5,10,13,4,9,23,48,17,0,Matches,e4b72e34
579,Adrien Truffert,fr FRA,DF,Rennes,19,2001,18.2,29,21,17,9,3,11,24,45.8,13,25,5,20,19,48,30,0,Matches,5d0e0a1f
580,Matthieu Udol,fr FRA,DF,Metz,25,1996,11.2,23,14,11,10,2,12,18,66.7,6,20,7,13,31,54,29,1,Matches,cc41f558
581,Ike Ugbo,ca CAN,FW,Troyes,22,1998,9.0,3,1,0,1,2,0,1,0.0,1,4,1,3,2,5,1,0,Matches,8a53d24b
582,Chimuanya Ugochukwu,fr FRA,MF,Rennes,17,2004,4.5,13,9,5,5,3,9,19,47.4,10,7,2,5,4,17,2,0,Matches,1df4a109
583,Hwang Ui-jo,kr KOR,FW,Bordeaux,28,1992,27.9,10,4,4,4,2,4,13,30.8,9,9,1,8,5,15,18,0,Matches,a2d873dd
584,Cengiz Ünder,tr TUR,FWMF,Marseille,24,1997,24.4,18,13,5,6,7,5,18,27.8,13,13,2,11,14,32,9,0,Matches,1880614f
585,Jere Uronen,fi FIN,DF,Brest,27,1994,9.8,28,15,15,10,3,14,24,58.3,10,12,3,9,16,44,21,0,Matches,d75f3980
586,Vanderson,br BRA,FWDF,Monaco,20,2001,12.4,35,19,10,19,6,15,23,65.2,8,17,4,13,13,48,12,0,Matches,ee45fd85
587,Jonathan Varane,fr FRA,MF,Lens,19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,4ade359f
588,Marco Verratti,it ITA,MF,Paris S-G,28,1992,21.5,60,40,16,30,14,32,64,50.0,32,36,10,26,18,78,14,2,Matches,1467af0d
589,Kevin Volland,de GER,MFFW,Monaco,29,1992,27.1,24,10,2,18,4,6,31,19.4,25,20,0,20,3,27,9,0,Matches,64f69877
590,Timothy Weah,us USA,MFFW,Lille,21,2000,18.0,19,7,8,8,3,10,20,50.0,10,16,1,15,10,29,7,0,Matches,8eec784d
591,Georginio Wijnaldum,nl NED,MF,Paris S-G,30,1990,18.4,15,9,2,12,1,11,19,57.9,8,13,3,10,9,24,7,0,Matches,eb58eef0
592,Christopher Wooh,cm CMR,DF,Lens,19,2001,11.7,29,11,20,8,1,11,18,61.1,7,21,14,7,21,50,40,1,Matches,b003239d
593,Xeka,pt POR,MF,Lille,26,1994,18.0,47,27,18,24,5,27,56,48.2,29,23,3,20,24,71,26,1,Matches,f3600c02
594,Sekou Yansané,gn GUI,FW,Paris S-G,18,2003,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches,bce37ac0
595,Yusuf Yazıcı,tr TUR,MFFW,Lille,24,1997,5.7,10,5,3,6,1,1,9,11.1,8,4,0,4,2,12,1,0,Matches,f5c8b425
596,Burak Yılmaz,tr TUR,FW,Lille,36,1985,24.6,7,2,0,2,5,2,17,11.8,15,8,1,7,2,9,11,0,Matches,165a2e40
597,Leny Yoro,fr FRA,MF,Lille,15,2005,0.1,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches,6763f716
598,Zaydou Youssouf,fr FRA,MF,Saint-Étienne,22,1999,17.3,48,26,21,25,2,14,34,41.2,20,11,3,8,17,65,13,0,Matches,e2f9bb5f
599,Akim Zedadka,dz ALG,DF,Clermont Foot,26,1995,37.1,72,44,34,29,9,37,71,52.1,34,32,8,24,58,130,48,0,Matches,0ff630d0
600,Arber Zeneli,xk KVX,FW,Reims,26,1995,4.5,1,0,0,0,1,1,5,20.0,4,0,0,0,1,2,1,0,Matches,095e4199
601,Mehdi Zerkane,dz ALG,MFDF,Bordeaux,22,1999,0.9,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,0,0,Matches,53f6306f
602,Edon Zhegrova,xk KVX,MFFW,Lille,22,1999,5.3,14,5,2,8,4,5,6,83.3,1,4,1,3,2,16,2,0,Matches,34a88e3e
603,Banhie Zoukrou,fr FRA,DF,Troyes,18,2003,0.9,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0,Matches,aefa3050
