,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
406,Farid El Melali,dz ALG,FW,Angers,24,1997,0.2,0,1,0,0.0,6.43,0.00,0.00,,19.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,d21e361a
407,Birger Meling,no NOR,DF,Rennes,26,1994,20.3,0,3,1,33.3,0.15,0.05,0.00,0.00,16.2,0,0,0,0.3,0.3,0.12,-0.3,-0.3,Matches,70c52749
408,Houboulang Mendes,fr FRA,DF,Lorient,23,1998,35.8,0,21,5,23.8,0.59,0.14,0.00,0.00,19.6,0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches,1545cf15
409,Nuno Mendes,pt POR,DF,Paris S-G,19,2002,18.4,0,7,1,14.3,0.38,0.05,0.00,0.00,20.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,f20e4cc9
410,Pedro Mendes,pt POR,DF,Montpellier,30,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6690ef25
411,Thiago Mendes,br BRA,MFDF,Lyon,29,1992,20.7,1,16,4,25.0,0.77,0.19,0.06,0.25,25.5,4,0,0,1.0,1.0,0.06,0.0,0.0,Matches,c6e5d20f
412,Arial Mendy,sn SEN,DFFW,Clermont Foot,26,1994,8.8,0,10,3,30.0,1.14,0.34,0.00,0.00,21.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,9f0f4b49
413,Batista Mendy,fr FRA,MFDF,Angers,21,2000,26.8,1,14,6,42.9,0.52,0.22,0.07,0.17,21.7,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches,e472a6f6
414,Gideon Mensah,gh GHA,DF,Bordeaux,23,1998,13.4,0,2,0,0.0,0.15,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,9bdd8118
415,Quentin Merlin,fr FRA,DFMF,Nantes,19,2002,21.4,2,11,4,36.4,0.51,0.19,0.18,0.50,23.1,1,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches,0bfca6a1
416,Lionel Messi,ar ARG,FWMF,Paris S-G,34,1987,23.9,6,89,29,32.6,3.72,1.21,0.07,0.21,19.1,16,0,0,11.3,11.3,0.13,-5.3,-5.3,Matches,d70ce98e
417,Mexer,mz MOZ,DF,Bordeaux,32,1988,13.6,1,5,1,20.0,0.37,0.07,0.20,1.00,17.2,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches,ce492295
418,Edouard Michut,fr FRA,MF,Paris S-G,18,2003,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,fe6c1add
419,Georges Mikautadze,ge GEO,FW,Metz,20,2000,0.0,0,2,0,0.0,180.00,0.00,0.00,,21.2,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches,4788cb6b
420,William Mikelbrencis,fr FRA,DF,Metz,17,2004,6.8,0,6,1,16.7,0.89,0.15,0.00,0.00,25.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,14df1d7f
421,Arkadiusz Milik,pl POL,FW,Marseille,27,1994,15.7,7,53,19,35.8,3.37,1.21,0.11,0.32,13.8,2,1,1,8.7,7.9,0.15,-1.7,-1.9,Matches,85613cf0
422,Terem Moffi,ng NGA,FW,Lorient,22,1999,30.1,8,58,20,34.5,1.93,0.66,0.10,0.30,16.0,0,2,2,11.3,9.7,0.17,-3.3,-3.7,Matches,065dc209
423,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,19,2001,1.4,0,5,2,40.0,3.52,1.41,0.00,0.00,11.5,0,0,0,1.0,1.0,0.20,-1.0,-1.0,Matches,cdc4458b
424,Florent Mollet,fr FRA,FWMF,Montpellier,29,1991,29.2,6,55,17,30.9,1.88,0.58,0.11,0.35,21.5,12,0,0,4.6,4.6,0.08,+1.4,+1.4,Matches,7e82a78f
425,Thomas Monconduit,fr FRA,MF,Lorient,30,1991,25.0,3,36,12,33.3,1.44,0.48,0.08,0.25,25.6,0,0,0,1.9,1.9,0.05,+1.1,+1.1,Matches,84d94b91
426,Jérémy Morel,mg MAD,DF,Lorient,37,1984,6.7,0,1,0,0.0,0.15,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches,e97150c0
427,Lebo Mothiba,za RSA,FWMF,Troyes,25,1996,5.8,2,5,2,40.0,0.86,0.34,0.20,0.50,15.4,0,1,1,2.2,1.4,0.28,-0.2,-0.4,Matches,3eaf8817
428,Lebo Mothiba,za RSA,FW,Strasbourg,25,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3eaf8817
429,Baptiste Mouazan,fr FRA,MF,Lorient,19,2001,1.1,0,1,0,0.0,0.94,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,81ac108d
430,Aimen Moueffek,fr FRA,MF,Saint-Étienne,20,2001,4.8,0,4,1,25.0,0.83,0.21,0.00,0.00,27.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,2591b066
431,Harold Moukoudi,cm CMR,DF,Saint-Étienne,23,1997,18.5,0,7,0,0.0,0.38,0.00,0.00,,9.0,0,0,0,1.2,1.2,0.17,-1.2,-1.2,Matches,5f26e0c5
432,Jessy Moulin,fr FRA,GK,Troyes,35,1986,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,28a65a2c
433,Steve Mounié,bj BEN,FW,Brest,26,1994,25.7,9,72,23,31.9,2.80,0.90,0.10,0.30,12.8,0,2,2,11.7,10.6,0.15,-2.7,-3.6,Matches,19ba6c6d
434,Samuel Moutoussamy,cd COD,MF,Nantes,24,1996,16.8,0,14,6,42.9,0.83,0.36,0.00,0.00,16.9,0,0,0,2.1,2.1,0.15,-2.1,-2.1,Matches,af0c835b
435,Marshall Munetsi,zw ZIM,MFDF,Reims,25,1996,20.9,5,32,13,40.6,1.53,0.62,0.16,0.38,17.0,0,0,0,4.6,4.6,0.14,+0.4,+0.4,Matches,2acf0cd7
436,Junior Mwanga,fr FRA,DF,Bordeaux,18,2003,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ee158be5
437,Kévin N'Doram,fr FRA,MF,Metz,25,1996,13.7,0,7,1,14.3,0.51,0.07,0.00,0.00,16.6,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches,e50623a0
438,Eric N'Jo,fr FRA,DF,Troyes,17,2004,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b85e57bb
439,Vital N'Simba,cd COD,DF,Clermont Foot,28,1993,31.0,1,19,5,26.3,0.61,0.16,0.05,0.20,26.3,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches,249ac66d
440,Mickael Nade,fr FRA,DF,Saint-Étienne,22,1999,28.5,1,7,1,14.3,0.25,0.04,0.14,1.00,10.1,0,0,0,1.4,1.4,0.20,-0.4,-0.4,Matches,a6b6fa6e
441,Paul Nardi,fr FRA,GK,Lorient,27,1994,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2d70dbe5
442,Keylor Navas,cr CRC,GK,Paris S-G,34,1986,20.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ecada4fc
443,Papa Ndiaga Yade,sn SEN,DFFW,Metz,21,2000,7.7,0,8,0,0.0,1.03,0.00,0.00,,27.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches,87e9c7cd
444,Tanguy Ndombele,fr FRA,MF,Lyon,24,1996,7.8,0,5,0,0.0,0.64,0.00,0.00,,24.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,5cdddffa
445,Dan Ndoye,ch SUI,FWMF,Nice,20,2000,2.3,0,3,0,0.0,1.32,0.00,0.00,,13.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,8e697a8f
446,Neymar,br BRA,FWMF,Paris S-G,29,1992,20.6,13,50,25,50.0,2.43,1.22,0.20,0.40,19.2,8,3,4,10.9,7.8,0.16,+2.1,+2.2,Matches,69384e5d
447,Yvan Neyou,cm CMR,MF,Saint-Étienne,24,1997,10.4,0,6,2,33.3,0.58,0.19,0.00,0.00,30.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,0ad37003
448,Opa Nguette,sn SEN,FWMF,Metz,27,1994,11.6,2,23,7,30.4,1.98,0.60,0.09,0.29,16.7,0,0,0,2.4,2.4,0.11,-0.4,-0.4,Matches,75a63397
449,Sikou Niakaté,fr FRA,DF,Metz,22,1999,7.3,0,4,1,25.0,0.54,0.14,0.00,0.00,17.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,8eef18aa
450,Ibrahima Niane,sn SEN,FW,Metz,22,1999,17.6,3,42,9,21.4,2.39,0.51,0.05,0.22,17.9,1,1,1,4.2,3.4,0.08,-1.2,-1.4,Matches,46faabfa
451,M'Baye Niang,sn SEN,FW,Bordeaux,26,1994,8.6,3,26,11,42.3,3.01,1.27,0.12,0.27,15.9,1,0,0,3.5,3.5,0.14,-0.5,-0.5,Matches,2054d037
452,Cheikh Niasse,sn SEN,FWMF,Lille,21,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ff20acfe
453,Casimir Ninga,td CHA,FW,Angers,28,1993,4.5,0,9,2,22.2,1.98,0.44,0.00,0.00,12.3,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches,91f2da4c
454,Arnaud Nordin,fr FRA,FWMF,Saint-Étienne,23,1998,20.8,4,45,20,44.4,2.16,0.96,0.09,0.20,17.2,0,0,0,5.0,5.0,0.11,-1.0,-1.0,Matches,7b9a9e25
455,Alexander Nübel,de GER,GK,Monaco,24,1996,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,afb0c500
456,Gerzino Nyamsi,fr FRA,DF,Strasbourg,24,1997,33.2,0,28,6,21.4,0.84,0.18,0.00,0.00,10.7,0,0,0,2.5,2.5,0.09,-2.5,-2.5,Matches,6043997c
457,Florent Ogier,fr FRA,DF,Clermont Foot,32,1989,27.0,1,7,3,42.9,0.26,0.11,0.14,0.33,11.6,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,6993927b
458,Warmed Omari,fr FRA,DF,Rennes,21,2000,31.1,0,5,0,0.0,0.16,0.00,0.00,,11.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,4534a352
459,Jonas Omlin,ch SUI,GK,Montpellier,27,1994,28.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c631f952
460,Amadou Onana,be BEL,MF,Lille,19,2001,15.1,1,15,6,40.0,0.99,0.40,0.07,0.17,14.5,0,0,0,2.5,2.5,0.17,-1.5,-1.5,Matches,828657ff
461,Jean Onana,cm CMR,MF,Bordeaux,21,2000,20.4,3,21,4,19.0,1.03,0.20,0.14,0.75,23.4,0,0,0,1.5,1.5,0.07,+1.5,+1.5,Matches,b5bb8188
462,Otávio,br BRA,MF,Bordeaux,27,1994,12.7,0,12,3,25.0,0.94,0.24,0.00,0.00,30.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,243f4a0b
463,Dango Ouattara,bf BFA,MFFW,Lorient,19,2002,9.0,1,24,8,33.3,2.66,0.89,0.04,0.13,17.5,0,0,0,2.9,2.9,0.12,-1.9,-1.9,Matches,2f9e4435
464,Remi Oudin,fr FRA,MFFW,Bordeaux,24,1996,19.3,4,57,16,28.1,2.95,0.83,0.07,0.25,21.6,2,0,0,3.3,3.3,0.06,+0.7,+0.7,Matches,ea02beaf
465,Alexandre Oukidja,dz ALG,GK,Metz,33,1988,20.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ae7d0ecd
466,Azzedine Ounahi,ma MAR,MF,Angers,21,2000,18.1,2,26,4,15.4,1.43,0.22,0.08,0.50,23.3,0,0,0,2.4,2.4,0.09,-0.4,-0.4,Matches,83299cc0
467,Ambroise Oyongo,cm CMR,DF,Montpellier,30,1991,7.3,1,5,3,60.0,0.68,0.41,0.20,0.33,21.7,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches,e3e05edf
468,Vincent Pajot,fr FRA,MF,Metz,30,1990,25.7,1,14,2,14.3,0.55,0.08,0.07,0.50,20.0,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches,f86ca403
469,Nicolas Pallois,fr FRA,DF,Nantes,33,1987,27.2,1,8,2,25.0,0.29,0.07,0.13,0.50,12.5,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches,779847d6
470,Erik Palmer-Brown,us USA,DF,Troyes,24,1997,19.3,0,4,0,0.0,0.21,0.00,0.00,,7.6,0,0,0,1.0,1.0,0.25,-1.0,-1.0,Matches,e5c1e0ca
471,Emerson Palmieri,it ITA,DF,Lyon,26,1994,25.2,1,16,5,31.3,0.64,0.20,0.06,0.20,22.7,6,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,e0bc6fdc
472,Lucas Paquetá,br BRA,MFFW,Lyon,23,1997,30.0,9,86,33,38.4,2.87,1.10,0.09,0.24,19.4,3,1,1,11.1,10.3,0.12,-2.1,-2.3,Matches,9b6f7fd5
473,Rubén Pardo,es ESP,MF,Bordeaux,28,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2306bfde
474,Leandro Paredes,ar ARG,MF,Paris S-G,27,1994,9.3,1,8,2,25.0,0.86,0.21,0.13,0.50,27.3,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,dff153a4
475,Strahinja Pavlović,rs SRB,DF,Monaco,20,2001,5.0,0,5,1,20.0,1.00,0.20,0.00,0.00,9.9,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches,25146df0
476,Dimitri Payet,fr FRA,FWMF,Marseille,34,1987,28.8,12,61,18,29.5,2.12,0.62,0.08,0.28,24.4,24,7,7,9.9,5.6,0.09,+2.1,-0.6,Matches,58ae47b2
477,Timothee Pembele,fr FRA,DF,Bordeaux,18,2002,15.7,1,18,4,22.2,1.15,0.25,0.06,0.25,15.9,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,f8ce97ca
478,Brayann Pereira,fr FRA,DFMF,Lens,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5c42e7ce
479,Danilo Pereira,pt POR,MF,Paris S-G,29,1991,22.6,5,19,8,42.1,0.84,0.35,0.26,0.63,10.7,0,0,0,3.7,3.7,0.20,+1.3,+1.3,Matches,8fd9996f
480,Mathias Pereira Lage,pt POR,DF,Angers,24,1996,11.6,4,19,6,31.6,1.64,0.52,0.21,0.67,19.7,2,0,0,2.8,2.8,0.14,+1.2,+1.2,Matches,8846a40f
481,Luan Peres Petroni,br BRA,DF,Marseille,27,1994,29.8,0,3,0,0.0,0.10,0.00,0.00,,24.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,a5549ec1
482,Lucas Perrin,fr FRA,DF,Strasbourg,22,1998,27.8,1,9,3,33.3,0.32,0.11,0.11,0.33,15.2,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches,49070d66
483,Danijel Petković,me MNE,GK,Angers,28,1993,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b98cea65
484,Léo Pétrot,fr FRA,DF,Lorient,24,1997,20.2,1,5,3,60.0,0.25,0.15,0.20,0.33,9.8,0,0,0,0.7,0.7,0.14,+0.3,+0.3,Matches,00638016
485,Romain Philippoteaux,fr FRA,MF,Brest,33,1988,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f98b15f0
486,Jérôme Phojo,fr FRA,DF,Clermont Foot,28,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ff44d058
487,Jérémy Pied,fr FRA,DFFW,Lille,32,1989,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a634b9d2
488,Ronaël Pierre-Gabriel,fr FRA,DF,Brest,23,1998,28.3,0,5,2,40.0,0.18,0.07,0.00,0.00,17.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches,64ba07c0
489,Julian Pollersbeck,de GER,GK,Lyon,26,1994,4.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,d6f6ce93
490,Gaëtan Poussin,fr FRA,GK,Bordeaux,22,1999,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c252c705
491,Sanjin Prcić,ba BIH,MF,Strasbourg,27,1993,24.3,1,46,11,23.9,1.89,0.45,0.02,0.09,25.5,1,0,0,2.1,2.1,0.05,-1.1,-1.1,Matches,51c30111
492,Nicolas de Préville,fr FRA,FWMF,Metz,30,1991,21.9,5,41,10,24.4,1.87,0.46,0.12,0.50,20.9,4,0,0,3.6,3.6,0.09,+1.4,+1.4,Matches,b0547a87
493,Nemanja Radonjić,rs SRB,FW,Marseille,25,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0630eb63
494,Rafinha,br BRA,FWMF,Paris S-G,28,1993,2.4,0,5,0,0.0,2.05,0.00,0.00,,18.4,1,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,0c2ac3cb
495,Predrag Rajković,rs SRB,GK,Reims,25,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,58ad9383
496,Adil Rami,fr FRA,DF,Troyes,35,1985,13.0,3,5,3,60.0,0.38,0.23,0.60,1.00,6.8,0,0,0,0.8,0.8,0.16,+2.2,+2.2,Matches,8dbff17c
497,Sergio Ramos,es ESP,DF,Paris S-G,35,1986,8.9,2,12,4,33.3,1.35,0.45,0.17,0.50,14.8,0,0,0,2.1,2.1,0.19,-0.1,-0.1,Matches,08511d65
498,Elba Rashani,xk KVX,FWMF,Clermont Foot,28,1993,19.5,8,30,12,40.0,1.53,0.61,0.27,0.67,13.7,0,0,0,5.1,5.1,0.17,+2.9,+2.9,Matches,25749008
499,Jeff Reine-Adélaïde,fr FRA,MFDF,Lyon,23,1998,2.2,0,3,1,33.3,1.36,0.45,0.00,0.00,22.5,0,0,0,0.5,0.5,0.18,-0.5,-0.5,Matches,d504b3e1
500,Tiago Ribeiro,pt POR,FW,Monaco,19,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,507d7569
501,Sergio Rico,es ESP,GK,Paris S-G,27,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5f0241b2
502,Renaud Ripart,fr FRA,MFFW,Troyes,28,1993,21.0,2,41,13,31.7,1.95,0.62,0.05,0.15,16.1,0,0,0,4.1,4.1,0.10,-2.1,-2.1,Matches,beae3a73
503,Mihailo Ristić,rs SRB,DF,Montpellier,25,1995,20.0,1,18,5,27.8,0.90,0.25,0.06,0.20,29.0,1,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches,ea0aa7e0
504,Maxence Rivera,fr FRA,FW,Saint-Étienne,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,46a7b605
505,Patrick Roberts,eng ENG,MF,Troyes,24,1997,0.2,0,1,0,0.0,6.43,0.00,0.00,,8.2,0,0,0,0.5,0.5,0.50,-0.5,-0.5,Matches,59d93937
506,Stian Rode Gregersen,no NOR,DF,Bordeaux,26,1995,21.7,1,6,1,16.7,0.28,0.05,0.17,1.00,8.9,0,0,0,1.2,1.2,0.19,-0.2,-0.2,Matches,5f011e05
507,Gerson Rodrigues,lu LUX,FWMF,Troyes,26,1995,9.4,1,23,7,30.4,2.44,0.74,0.04,0.14,19.9,0,0,0,2.7,2.7,0.12,-1.7,-1.7,Matches,3814b753
508,Valentin Rongier,fr FRA,MFDF,Marseille,26,1994,24.4,0,28,9,32.1,1.15,0.37,0.00,0.00,21.5,0,0,0,3.1,3.1,0.11,-3.1,-3.1,Matches,ed45c4a5
509,Pablo Rosario,nl NED,MF,Nice,24,1997,30.3,0,19,3,15.8,0.63,0.10,0.00,0.00,19.7,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches,1a6b7ea4
510,Roli Pereira de Sa,fr FRA,MF,Nantes,24,1996,6.4,0,5,1,20.0,0.79,0.16,0.00,0.00,16.1,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches,60f58477
511,Mathys Saban,fr FRA,FWMF,Saint-Étienne,19,2002,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7d9f3d69
512,Falaye Sacko,ml MLI,DF,Saint-Étienne,26,1995,7.4,0,1,0,0.0,0.13,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,6388e356
513,Rafiki Said Ahamada,fr FRA,MFFW,Brest,21,2000,1.4,0,6,2,33.3,4.43,1.48,0.00,0.00,17.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,c2e5f306
514,Wesley Saïd,fr FRA,FWMF,Lens,26,1995,7.3,5,26,10,38.5,3.58,1.38,0.19,0.50,14.0,0,0,0,4.6,4.6,0.18,+0.4,+0.4,Matches,90fcf472
515,Mamadou Sakho,fr FRA,DF,Montpellier,31,1990,28.6,0,1,0,0.0,0.03,0.00,0.00,,6.4,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,87935cf3
516,Bakary Sako,ml MLI,FWMF,Saint-Étienne,33,1988,1.7,0,6,0,0.0,3.46,0.00,0.00,,23.0,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches,381d7d54
517,William Saliba,fr FRA,DF,Marseille,20,2001,36.0,0,17,4,23.5,0.47,0.11,0.00,0.00,10.0,0,0,0,2.0,2.0,0.12,-2.0,-2.0,Matches,972aeb2a
518,Romain Salin,fr FRA,GK,Rennes,37,1984,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,74733221
519,Yoann Salmier,gf GUF,DF,Troyes,28,1992,29.6,0,10,1,10.0,0.34,0.03,0.00,0.00,16.1,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches,c3725db2
520,Mama Samba Baldé,gw GNB,MFFW,Troyes,25,1995,19.1,3,47,17,36.2,2.46,0.89,0.06,0.18,16.4,0,0,1,6.8,6.0,0.13,-3.8,-3.0,Matches,fb14aa28
521,Junior Sambia,fr FRA,DFFW,Montpellier,24,1996,17.0,1,21,6,28.6,1.23,0.35,0.05,0.17,23.6,3,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches,24eb7ed6
522,Renato Sanches,pt POR,MFFW,Lille,23,1997,18.3,2,22,4,18.2,1.20,0.22,0.09,0.50,25.0,3,0,0,1.4,1.4,0.06,+0.6,+0.6,Matches,032f894e
523,Philippe Sandler,nl NED,DF,Troyes,24,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,60740e70
524,Baptiste Santamaria,fr FRA,MFDF,Rennes,26,1995,28.0,2,34,7,20.6,1.22,0.25,0.06,0.29,18.0,0,0,0,2.9,2.9,0.09,-0.9,-0.9,Matches,5e22e2a4
525,Pablo Sarabia,es ESP,FW,Paris S-G,29,1992,0.2,1,1,1,100.0,4.09,4.09,1.00,1.00,3.6,0,0,0,0.8,0.8,0.83,+0.2,+0.2,Matches,9744ff80
526,Martin Satriano,uy URU,FW,Brest,20,2001,10.4,4,24,10,41.7,2.32,0.97,0.17,0.40,15.7,0,0,0,3.5,3.5,0.14,+0.5,+0.5,Matches,86383d0e
527,Téji Savanier,fr FRA,MF,Montpellier,29,1991,26.8,8,77,34,44.2,2.87,1.27,0.06,0.15,25.1,22,3,4,7.5,4.4,0.06,+0.5,+0.6,Matches,6bde367b
528,Morgan Schneiderlin,fr FRA,MF,Nice,31,1989,7.2,0,2,0,0.0,0.28,0.00,0.00,,12.2,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches,51b41c5c
529,Alidu Seidu,gh GHA,DF,Clermont Foot,21,2000,15.7,0,9,1,11.1,0.57,0.06,0.00,0.00,22.5,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,cea59f02
530,Matz Sels,be BEL,GK,Strasbourg,29,1992,37.0,0,2,0,0.0,0.05,0.00,0.00,,14.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,834b5c4c
531,Xherdan Shaqiri,ch SUI,FWMF,Lyon,29,1991,7.5,2,13,5,38.5,1.72,0.66,0.15,0.40,20.3,3,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches,6421ec64
532,Mahame Siby,ml MLI,DF,Strasbourg,25,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6d075c67
533,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,25,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ae5b93a0
534,Djibril Sidibé,fr FRA,DF,Monaco,29,1992,10.5,0,4,1,25.0,0.38,0.09,0.00,0.00,23.9,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,4c5b714f
535,Kaj Sierhuis,nl NED,FW,Reims,23,1998,0.9,0,2,0,0.0,2.25,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,9c2b1f11
536,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,24,1997,29.6,2,19,6,31.6,0.64,0.20,0.11,0.33,21.8,4,0,0,1.3,1.3,0.07,+0.7,+0.7,Matches,30af8b93
537,Gabriel Silva,br BRA,DFMF,Saint-Étienne,30,1991,7.9,0,1,0,0.0,0.13,0.00,0.00,,16.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,4914ed4a
538,Moses Simon,ng NGA,FWMF,Nantes,26,1995,25.9,6,42,16,38.1,1.62,0.62,0.14,0.38,15.9,2,0,0,5.1,5.1,0.12,+0.9,+0.9,Matches,5f3eaaf5
539,Xavi Simons,nl NED,MFFW,Paris S-G,18,2003,1.5,0,2,0,0.0,1.36,0.00,0.00,,13.4,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches,da4d670f
540,Issouf Sissokho,ml MLI,MF,Bordeaux,19,2002,4.8,0,3,2,66.7,0.62,0.41,0.00,0.00,24.3,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,792a9d41
541,Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,23,1997,25.6,2,26,6,23.1,1.02,0.23,0.08,0.33,15.0,0,0,0,3.1,3.1,0.12,-1.1,-1.1,Matches,0f8418aa
542,Nelson Sissoko,fr FRA,DF,Saint-Étienne,24,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,12bd0579
543,Sambou Sissoko,fr FRA,MFDF,Reims,22,1999,2.0,0,3,0,0.0,1.53,0.00,0.00,,22.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,e4bb1f08
