,,,,,,,,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Receiving,Receiving,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
535,Kaj Sierhuis,nl NED,FW,Reims,23,1998,0.9,30,1,3,12,15,5,30,0,1,0.0,1,0,21,3,Matches,9c2b1f11
536,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,24,1997,29.6,2098,74,518,936,668,51,2098,12,32,37.5,36,6,1274,117,Matches,30af8b93
537,Gabriel Silva,br BRA,DFMF,Saint-Étienne,30,1991,7.9,413,24,124,231,64,1,413,0,5,0.0,8,2,191,8,Matches,4914ed4a
538,Moses Simon,ng NGA,FWMF,Nantes,26,1995,25.9,1103,9,93,330,696,120,1103,41,93,44.1,76,52,751,126,Matches,5f3eaaf5
539,Xavi Simons,nl NED,MFFW,Paris S-G,18,2003,1.5,77,0,8,30,39,7,77,0,1,0.0,5,5,58,4,Matches,da4d670f
540,Issouf Sissokho,ml MLI,MF,Bordeaux,19,2002,4.8,283,4,50,171,64,4,283,5,9,55.6,14,7,204,12,Matches,792a9d41
541,Ibrahima Sissoko,fr FRA,MFDF,Strasbourg,23,1997,25.6,1332,61,326,688,331,61,1332,25,47,53.2,46,32,864,82,Matches,0f8418aa
542,Nelson Sissoko,fr FRA,DF,Saint-Étienne,24,1997,0.5,15,3,9,2,4,0,15,0,0,,0,1,5,0,Matches,12bd0579
543,Sambou Sissoko,fr FRA,MFDF,Reims,22,1999,2.0,138,4,50,63,27,1,138,2,3,66.7,6,2,56,4,Matches,e4bb1f08
544,Islam Slimani,dz ALG,FW,Lyon,33,1988,6.4,232,4,13,95,125,17,232,0,2,0.0,12,7,180,33,Matches,ffec9769
545,Florian Sotoca,fr FRA,FWMF,Lens,30,1990,27.6,1539,45,180,861,513,117,1537,30,50,60.0,65,26,1146,169,Matches,7a42d0df
546,Sambou Soumano,sn SEN,FWMF,Lorient,20,2001,5.0,162,5,18,75,72,31,162,11,14,78.6,21,13,117,23,Matches,7cc00776
547,Arnaud Souquet,fr FRA,DF,Montpellier,29,1992,25.9,1436,101,465,608,378,23,1436,20,37,54.1,43,17,734,77,Matches,4e0afc5d
548,Saidou Sow,gn GUI,DF,Saint-Étienne,19,2002,11.0,708,61,337,350,27,7,708,5,8,62.5,8,3,425,2,Matches,f6b94e8d
549,Calvin Stengs,nl NED,MF,Nice,22,1998,11.9,555,11,65,255,241,30,555,19,41,46.3,43,30,406,61,Matches,8f7e6783
550,Kamaldeen Sulemana,gh GHA,MFFW,Rennes,19,2002,11.3,526,4,49,208,282,47,526,54,92,58.7,37,25,387,51,Matches,a62f8bf1
551,Abdoulaye Sylla,gn GUI,DF,Nantes,21,2000,1.7,90,5,34,55,2,0,90,0,0,,0,0,60,0,Matches,2aeb43f1
552,Waniss Taibi,fr FRA,MFFW,Angers,19,2002,1.5,90,3,26,43,22,1,90,2,4,50.0,4,1,59,5,Matches,95192fe4
553,Flavien Tait,fr FRA,MF,Rennes,28,1993,23.6,1486,27,220,844,440,53,1486,29,48,60.4,46,32,1161,78,Matches,a0f9b535
554,Florian Tardieu,fr FRA,MF,Troyes,29,1992,29.2,2314,98,651,1303,381,9,2310,20,30,66.7,19,19,1533,28,Matches,ed39121c
555,Oussama Targhalline,ma MAR,FW,Marseille,19,2002,0.1,8,0,1,3,4,0,8,0,0,,0,0,7,1,Matches,abd56820
556,Loum Tchaouna,fr FRA,FWMF,Rennes,17,2003,1.0,53,0,5,26,23,1,53,1,1,100.0,3,2,34,6,Matches,a3c8b4d3
557,Warren Tchimbembé,cg CGO,MF,Metz,23,1998,2.3,117,4,31,66,20,1,117,0,2,0.0,5,4,84,5,Matches,93b8f9f4
558,Aurélien Tchouaméni,fr FRA,MF,Monaco,21,2000,32.5,2480,80,479,1664,372,47,2480,38,52,73.1,19,30,1671,36,Matches,4f255115
559,Mathys Tel,fr FRA,FWMF,Rennes,16,2005,0.6,39,2,7,13,19,3,39,0,0,,2,2,22,3,Matches,829aa60c
560,Jordan Tell,fr FRA,FW,Clermont Foot,24,1997,3.2,131,0,23,58,52,12,131,1,5,20.0,13,6,92,16,Matches,4f093689
561,Martin Terrier,fr FRA,FWMF,Rennes,24,1997,30.9,1290,20,137,564,610,132,1288,28,59,47.5,60,23,973,205,Matches,5148dcc5
562,Tetê,br BRA,FWMF,Lyon,21,2000,6.5,310,5,27,123,167,29,310,22,34,64.7,14,11,240,35,Matches,7120a04d
563,Sada Thioub,sn SEN,FW,Angers,26,1995,0.0,4,0,2,2,0,0,4,0,0,,0,1,4,0,Matches,f4bc42b1
564,Sada Thioub,sn SEN,DFMF,Saint-Étienne,26,1995,10.6,607,16,136,312,168,19,607,12,22,54.5,14,10,397,27,Matches,f4bc42b1
565,Romain Thomas,fr FRA,DF,Angers,33,1988,28.5,1990,229,997,952,50,28,1990,2,3,66.7,4,5,1336,1,Matches,275e2c51
566,Adrien Thomasson,fr FRA,MF,Strasbourg,27,1993,26.5,1656,26,232,801,638,118,1656,31,55,56.4,62,34,1098,142,Matches,c76b7567
567,Thuler,br BRA,DF,Montpellier,22,1999,9.5,415,83,255,152,11,3,415,0,0,,3,3,241,0,Matches,db23d9fc
568,Khéphren Thuram-Ulie,fr FRA,MF,Nice,20,2001,21.1,1347,35,233,897,245,26,1347,32,43,74.4,34,23,943,28,Matches,7d9397f8
569,Cheikh Tidiane Sabaly,sn SEN,FWMF,Metz,22,1999,1.7,60,1,7,24,30,4,60,3,4,75.0,8,8,34,3,Matches,9ddf7fae
570,Jean-Clair Todibo,fr FRA,DF,Nice,21,1999,34.6,2794,255,1138,1595,79,25,2794,14,19,73.7,22,7,1970,5,Matches,88f130ed
571,Karl Toko Ekambi,cm CMR,FW,Lyon,28,1992,25.5,1224,6,107,508,622,142,1222,44,84,52.4,65,39,967,182,Matches,5ceba7fc
572,Yoann Touzghar,tn TUN,FW,Troyes,34,1986,16.2,405,10,24,200,184,53,405,6,12,50.0,29,11,269,70,Matches,4e47507a
573,Amadou Traore,fr FRA,FW,Bordeaux,19,2002,0.2,4,0,0,1,3,1,4,0,0,,0,1,4,1,Matches,4eb0686f
574,Boubacar Traoré,ml MLI,MF,Metz,19,2001,19.2,950,20,213,627,130,6,950,28,42,66.7,43,25,574,14,Matches,999ceb5f
575,Charles Traore,ml MLI,DF,Nantes,29,1992,8.0,512,34,182,243,91,0,512,4,7,57.1,9,2,246,5,Matches,de488e56
576,Hamari Traoré,ml MLI,DF,Rennes,29,1992,32.1,2463,99,584,1311,587,57,2463,10,22,45.5,30,6,1583,82,Matches,a4b1028a
577,Ismaël Traoré,ci CIV,DF,Angers,34,1986,35.7,2076,270,1238,791,66,39,2076,5,12,41.7,21,5,1371,5,Matches,b666421b
578,Miguel Trauco,pe PER,DFMF,Saint-Étienne,28,1992,12.4,817,38,232,400,192,7,817,6,16,37.5,8,5,496,25,Matches,e4b72e34
579,Adrien Truffert,fr FRA,DF,Rennes,19,2001,18.2,1346,39,343,661,358,37,1346,17,29,58.6,35,14,845,58,Matches,5d0e0a1f
580,Matthieu Udol,fr FRA,DF,Metz,25,1996,11.2,620,46,254,294,79,6,620,9,13,69.2,7,3,352,4,Matches,cc41f558
581,Ike Ugbo,ca CAN,FW,Troyes,22,1998,9.0,212,4,20,116,78,24,211,3,8,37.5,19,9,130,32,Matches,8a53d24b
582,Chimuanya Ugochukwu,fr FRA,MF,Rennes,17,2004,4.5,262,7,49,161,54,6,262,2,2,100.0,7,4,198,6,Matches,1df4a109
583,Hwang Ui-jo,kr KOR,FW,Bordeaux,28,1992,27.9,654,23,61,311,286,83,654,11,34,32.4,70,22,442,116,Matches,a2d873dd
584,Cengiz Ünder,tr TUR,FWMF,Marseille,24,1997,24.4,1182,11,90,404,699,92,1181,25,68,36.8,64,26,921,158,Matches,1880614f
585,Jere Uronen,fi FIN,DF,Brest,27,1994,9.8,544,34,177,260,113,3,544,3,6,50.0,7,1,272,15,Matches,d75f3980
586,Vanderson,br BRA,FWDF,Monaco,20,2001,12.4,770,26,128,339,312,43,770,17,45,37.8,45,19,487,78,Matches,ee45fd85
587,Jonathan Varane,fr FRA,MF,Lens,19,2001,0.0,3,0,1,2,0,0,3,0,0,,0,0,2,0,Matches,4ade359f
588,Marco Verratti,it ITA,MF,Paris S-G,28,1992,21.5,2355,52,387,1454,532,33,2355,46,57,80.7,28,21,1918,59,Matches,1467af0d
589,Kevin Volland,de GER,MFFW,Monaco,29,1992,27.1,856,6,61,374,431,115,855,18,38,47.4,65,34,661,190,Matches,64f69877
590,Timothy Weah,us USA,MFFW,Lille,21,2000,18.0,724,11,80,316,341,65,724,19,37,51.4,34,21,522,94,Matches,8eec784d
591,Georginio Wijnaldum,nl NED,MF,Paris S-G,30,1990,18.4,882,16,128,479,284,38,882,12,24,50.0,29,21,687,48,Matches,eb58eef0
592,Christopher Wooh,cm CMR,DF,Lens,19,2001,11.7,761,79,370,376,25,6,761,11,15,73.3,13,2,498,0,Matches,b003239d
593,Xeka,pt POR,MF,Lille,26,1994,18.0,1086,45,231,690,175,15,1086,5,12,41.7,31,17,642,22,Matches,f3600c02
594,Sekou Yansané,gn GUI,FW,Paris S-G,18,2003,0.2,3,0,1,0,2,0,3,0,0,,0,0,1,0,Matches,bce37ac0
595,Yusuf Yazıcı,tr TUR,MFFW,Lille,24,1997,5.7,306,3,37,149,125,13,306,9,13,69.2,16,5,205,27,Matches,f5c8b425
596,Burak Yılmaz,tr TUR,FW,Lille,36,1985,24.6,785,13,27,310,455,108,783,5,21,23.8,70,24,628,161,Matches,165a2e40
597,Leny Yoro,fr FRA,MF,Lille,15,2005,0.1,8,0,0,8,0,0,8,0,0,,1,0,5,0,Matches,6763f716
598,Zaydou Youssouf,fr FRA,MF,Saint-Étienne,22,1999,17.3,919,32,215,573,157,9,919,34,38,89.5,43,31,590,16,Matches,e2f9bb5f
599,Akim Zedadka,dz ALG,DF,Clermont Foot,26,1995,37.1,2469,107,674,1102,724,38,2469,32,71,45.1,67,52,1430,89,Matches,0ff630d0
600,Arber Zeneli,xk KVX,FW,Reims,26,1995,4.5,174,0,13,81,83,18,174,11,16,68.8,20,9,117,26,Matches,095e4199
601,Mehdi Zerkane,dz ALG,MFDF,Bordeaux,22,1999,0.9,55,2,7,35,15,2,55,4,5,80.0,2,2,38,3,Matches,53f6306f
602,Edon Zhegrova,xk KVX,MFFW,Lille,22,1999,5.3,309,3,24,88,207,19,309,15,33,45.5,14,10,227,23,Matches,34a88e3e
603,Banhie Zoukrou,fr FRA,DF,Troyes,18,2003,0.9,32,1,18,12,2,1,32,0,0,,2,0,23,1,Matches,aefa3050
