,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
112,Eduardo Camavinga,fr FRA,MF,Rennes,18,2002,4,1,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches,7b9c2d84
113,Fali Candé,gw GNB,DF,Metz,23,1998,11,11,973,10.8,0,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,1.4,1.7,0.03,0.13,0.16,0.03,0.16,Matches,3cc4bb19
114,Pierrick Capelle,fr FRA,MFDF,Angers,34,1987,30,12,1193,13.3,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,1.6,1.6,2.0,3.7,0.12,0.15,0.28,0.12,0.28,Matches,79b2399c
115,Maxence Caqueret,fr FRA,MF,Lyon,21,2000,31,26,2335,25.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,2.1,3.0,0.04,0.08,0.12,0.04,0.12,Matches,f81ef10d
116,Irvin Cardona,fr FRA,FWMF,Brest,23,1997,32,13,1334,14.8,4,2,4,0,0,2,0,0.27,0.13,0.40,0.27,0.40,3.4,3.4,2.1,5.5,0.23,0.14,0.37,0.23,0.37,Matches,5e080f73
117,Igor Carioca,br BRA,DF,Lorient,24,1996,28,17,1578,17.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.2,0.03,0.04,0.07,0.03,0.07,Matches,e3e32fbb
118,Moreto Cassamã,gw GNB,MF,Reims,23,1998,17,11,801,8.9,2,0,2,0,0,1,0,0.22,0.00,0.22,0.22,0.22,0.7,0.7,0.6,1.3,0.08,0.07,0.15,0.08,0.15,Matches,f54d2149
119,Jean-Charles Castelletto,cm CMR,DF,Nantes,26,1995,28,28,2510,27.9,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,1.9,1.9,0.3,2.1,0.07,0.01,0.08,0.07,0.08,Matches,e0f3a1f6
120,Zeki Çelik,tr TUR,DF,Lille,24,1997,32,30,2696,30.0,2,3,2,0,0,10,0,0.07,0.10,0.17,0.07,0.17,1.6,1.6,1.8,3.4,0.05,0.06,0.11,0.05,0.11,Matches,31a62dc7
121,Fabien Centonze,fr FRA,DF,Metz,25,1996,19,18,1586,17.6,4,1,4,0,0,3,0,0.23,0.06,0.28,0.23,0.28,1.0,1.0,0.7,1.7,0.06,0.04,0.10,0.06,0.10,Matches,3c6bbbab
122,Leonardo César Jardim,br BRA,GK,Lille,26,1995,17,17,1530,17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Matches,f5dfc256
123,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,16,2005,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2180c761
124,Nassim Chadli,fr FRA,MFDF,Troyes,20,2001,8,1,96,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.18,0.03,0.21,0.18,0.21,Matches,5c61496e
125,Mehdi Chahiri,ma MAR,DF,Strasbourg,25,1996,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1787195f
126,Dylan Chambost,fr FRA,MFFW,Troyes,23,1997,19,9,753,8.4,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.6,0.6,0.7,1.3,0.07,0.08,0.15,0.07,0.15,Matches,dbde4959
127,Brendan Chardonnet,fr FRA,DF,Brest,26,1994,32,31,2686,29.8,3,0,3,0,0,6,1,0.10,0.00,0.10,0.10,0.10,1.8,1.8,0.9,2.7,0.06,0.03,0.09,0.06,0.09,Matches,16aa7d4c
128,Xavier Chavalerin,fr FRA,MF,Troyes,30,1991,34,31,2717,30.2,5,2,5,0,0,4,0,0.17,0.07,0.23,0.17,0.23,1.9,1.9,4.0,5.9,0.06,0.13,0.20,0.06,0.20,Matches,279ddf6a
129,Xavier Chavalerin,fr FRA,MF,Reims,30,1991,3,2,220,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.11,0.14,0.25,0.11,0.25,Matches,279ddf6a
130,Rayan Cherki,fr FRA,FWMF,Lyon,17,2003,16,3,440,4.9,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.8,0.8,1.0,1.9,0.17,0.21,0.38,0.17,0.38,Matches,b34c63a5
131,Pedro Chirivella,es ESP,MF,Nantes,24,1997,31,31,2637,29.3,3,1,3,0,0,6,0,0.10,0.03,0.14,0.10,0.14,1.2,1.2,1.5,2.6,0.04,0.05,0.09,0.04,0.09,Matches,68a26d51
132,Joris Chotard,fr FRA,MF,Montpellier,19,2001,36,33,2935,32.6,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.1,1.1,0.9,2.0,0.04,0.03,0.06,0.04,0.06,Matches,7909ffa4
133,Alexis Claude-Maurice,fr FRA,MF,Nice,23,1998,10,0,209,2.3,0,2,0,0,0,1,0,0.00,0.86,0.86,0.00,0.86,0.4,0.4,0.9,1.3,0.18,0.39,0.57,0.18,0.57,Matches,741418c3
134,Jonathan Clauss,fr FRA,DF,Lens,28,1992,37,35,3046,33.8,5,11,5,0,0,3,0,0.15,0.33,0.47,0.15,0.47,3.0,3.0,8.2,11.3,0.09,0.24,0.33,0.09,0.33,Matches,5219ab4a
135,Marcus Coco,fr FRA,MFFW,Nantes,25,1996,24,9,930,10.3,1,1,1,0,0,3,1,0.10,0.10,0.19,0.10,0.19,0.8,0.8,1.3,2.2,0.08,0.13,0.21,0.08,0.21,Matches,3010aefb
136,Abdu Conté,pt POR,DF,Troyes,23,1998,17,17,1347,15.0,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,2.0,2.4,0.03,0.14,0.16,0.03,0.16,Matches,cfa49cc1
137,Sébastien Corchia,fr FRA,DF,Nantes,30,1990,28,13,1324,14.7,0,3,0,0,0,0,1,0.00,0.20,0.20,0.00,0.20,0.6,0.6,0.6,1.3,0.04,0.04,0.09,0.04,0.09,Matches,0e7ccfc4
138,Maxwel Cornet,ci CIV,DF,Lyon,24,1996,1,1,63,0.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.12,0.12,0.00,0.12,Matches,beb391dd
139,David Pereira da Costa,pt POR,MFFW,Lens,20,2001,33,16,1464,16.3,3,5,3,0,0,2,0,0.18,0.31,0.49,0.18,0.49,2.9,2.9,4.3,7.2,0.18,0.26,0.44,0.18,0.44,Matches,59948ef7
140,Benoît Costil,fr FRA,GK,Bordeaux,34,1987,25,25,2250,25.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2434f24a
141,Kalifa Coulibaly,ml MLI,FW,Nantes,29,1991,21,9,850,9.4,5,0,5,0,0,1,0,0.53,0.00,0.53,0.53,0.53,5.1,5.1,1.3,6.4,0.54,0.14,0.68,0.54,0.68,Matches,9980269a
142,Nicolas Cozza,fr FRA,DF,Montpellier,22,1999,34,32,2770,30.8,2,2,2,0,0,2,1,0.06,0.06,0.13,0.06,0.13,1.4,1.4,0.9,2.3,0.05,0.03,0.07,0.05,0.07,Matches,8f325097
143,Enzo Crivelli,fr FRA,FWMF,Saint-Étienne,26,1995,4,0,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.57,0.00,0.57,0.57,0.57,Matches,06f33dc8
144,Wylan Cyprien,fr FRA,MF,Nantes,26,1995,24,17,1490,16.6,2,3,2,0,0,3,0,0.12,0.18,0.30,0.12,0.30,1.2,1.2,3.4,4.6,0.07,0.20,0.28,0.07,0.28,Matches,3e092724
145,Lucas Da Cunha,fr FRA,MF,Nice,20,2001,10,5,393,4.4,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,1.0,1.0,1.5,2.5,0.24,0.34,0.58,0.24,0.58,Matches,007faf7a
146,Lucas Da Cunha,fr FRA,FWMF,Clermont Foot,20,2001,15,11,836,9.3,2,0,2,0,0,0,0,0.22,0.00,0.22,0.22,0.22,1.7,1.7,0.9,2.5,0.18,0.09,0.27,0.18,0.27,Matches,007faf7a
147,Damien Da Silva,fr FRA,DF,Lyon,33,1988,17,13,1126,12.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.0,0.04,0.05,0.08,0.04,0.08,Matches,1ec7e1c5
148,Colin Dagba,fr FRA,DF,Paris S-G,22,1998,3,2,165,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches,29c02c9f
149,Flavius Daniliuc,at AUT,DF,Nice,20,2001,24,14,1293,14.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.01,0.04,0.02,0.04,Matches,7ef972c3
150,Kevin Danso,at AUT,DF,Lens,22,1998,33,32,2790,31.0,2,2,2,0,0,9,2,0.06,0.06,0.13,0.06,0.13,2.0,2.0,0.7,2.7,0.06,0.02,0.09,0.06,0.09,Matches,6e33125f
151,Dante,br BRA,DF,Nice,37,1983,34,33,2870,31.9,0,0,0,0,0,7,3,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.1,1.8,0.02,0.03,0.06,0.02,0.06,Matches,fd2bc67d
152,Jonathan David,ca CAN,FW,Lille,21,2000,38,32,2804,31.2,15,0,13,2,3,3,0,0.48,0.00,0.48,0.42,0.42,15.1,12.7,4.3,17.0,0.49,0.14,0.62,0.41,0.55,Matches,ce50fd99
153,Konrad De La Fuente,us USA,FWMF,Marseille,20,2001,16,9,785,8.7,0,2,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,1.4,1.4,1.7,3.1,0.16,0.19,0.35,0.16,0.35,Matches,4b77bb89
154,Romain Del Castillo,fr FRA,MFFW,Rennes,25,1996,3,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.49,0.41,0.89,0.49,0.89,Matches,0be95d34
155,Romain Del Castillo,fr FRA,MFFW,Brest,25,1996,19,13,975,10.8,0,6,0,0,0,1,1,0.00,0.55,0.55,0.00,0.55,0.7,0.7,2.1,2.8,0.07,0.19,0.26,0.06,0.26,Matches,0be95d34
156,Thomas Delaine,fr FRA,DF,Metz,29,1992,29,26,2316,25.7,1,2,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,1.4,1.4,2.9,4.3,0.05,0.11,0.17,0.05,0.17,Matches,8332db56
157,Sacha Delaye,fr FRA,MFFW,Montpellier,19,2002,11,3,262,2.9,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.1,0.1,0.9,1.1,0.05,0.34,0.39,0.05,0.39,Matches,e4448c8c
158,Andy Delort,dz ALG,FW,Nice,29,1991,32,26,2448,27.2,16,2,13,3,3,3,0,0.59,0.07,0.66,0.48,0.55,15.2,13.5,3.9,17.4,0.56,0.14,0.70,0.50,0.64,Matches,d33c706e
159,Andy Delort,dz ALG,FW,Montpellier,29,1991,3,3,269,3.0,2,1,2,0,0,0,0,0.67,0.33,1.00,0.67,1.00,1.5,1.5,1.1,2.5,0.49,0.36,0.85,0.49,0.85,Matches,d33c706e
160,Moussa Dembélé,fr FRA,FW,Lyon,25,1996,30,25,2207,24.5,21,4,16,5,5,6,0,0.86,0.16,1.02,0.65,0.82,20.3,16.3,5.3,21.7,0.83,0.22,1.05,0.67,0.88,Matches,e7986081
161,Jason Denayer,be BEL,DF,Lyon,26,1995,15,12,1002,11.1,3,0,3,0,0,2,0,0.27,0.00,0.27,0.27,0.27,1.6,1.6,0.1,1.6,0.14,0.01,0.15,0.14,0.15,Matches,47af88b8
162,Arthur Desmas,fr FRA,GK,Clermont Foot,27,1994,15,15,1304,14.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e8c5dd4d
163,Ángel Di María,ar ARG,FW,Paris S-G,33,1988,26,19,1645,18.3,5,7,5,0,0,2,0,0.27,0.38,0.66,0.27,0.66,6.0,6.0,8.0,14.0,0.33,0.44,0.77,0.33,0.77,Matches,19cda00b
164,Yadaly Diaby,fr FRA,FWMF,Clermont Foot,20,2000,5,0,67,0.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.32,0.00,0.32,0.32,0.32,Matches,5630a6e0
165,Ibrahim Diakité,gn GUI,MF,Reims,17,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d8c19a60
166,Abdou Diallo,sn SEN,DF,Paris S-G,25,1996,12,10,877,9.7,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.9,1.0,0.01,0.09,0.10,0.01,0.10,Matches,fc62f087
167,Habib Diallo,sn SEN,FW,Strasbourg,26,1995,31,16,1541,17.1,11,1,9,2,2,2,0,0.64,0.06,0.70,0.53,0.58,9.3,8.3,2.6,10.9,0.54,0.15,0.69,0.48,0.64,Matches,6605d143
168,Mouhamadou Diarra,sn SEN,MF,Strasbourg,17,2004,4,1,109,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6d0fe035
169,Stéphane Diarra,fr FRA,MFFW,Lorient,22,1998,15,5,525,5.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,1.9,3.2,0.23,0.32,0.55,0.23,0.55,Matches,29939a1d
170,Krepin Diatta,sn SEN,MFDF,Monaco,22,1999,8,3,285,3.2,1,0,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,0.2,0.2,0.3,0.4,0.05,0.08,0.13,0.05,0.13,Matches,8104e41e
171,Bamba Dieng,sn SEN,FW,Marseille,21,2000,25,11,975,10.8,7,1,6,1,1,0,1,0.65,0.09,0.74,0.55,0.65,8.4,7.6,2.1,9.7,0.78,0.19,0.97,0.70,0.89,Matches,40774c6b
172,Elhadji Dieye,sn SEN,FWMF,Saint-Étienne,19,2002,5,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.26,0.00,0.26,0.26,0.26,Matches,6a04bb7c
173,Javairô Dilrosun,nl NED,MFFW,Bordeaux,23,1998,32,19,1732,19.2,2,6,2,0,0,3,0,0.10,0.31,0.42,0.10,0.42,3.2,3.2,3.5,6.7,0.17,0.18,0.35,0.17,0.35,Matches,34a0f5ff
174,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,20,2000,10,4,316,3.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.02,0.09,0.06,0.09,Matches,95bb6ddc
175,Tristan Dingomé,cm CMR,MFFW,Troyes,30,1991,25,12,1077,12.0,2,4,2,0,0,3,0,0.17,0.33,0.50,0.17,0.50,1.1,1.1,3.2,4.4,0.10,0.27,0.36,0.10,0.36,Matches,92b56413
176,Sinaly Diomande,ci CIV,DF,Lyon,20,2001,11,5,579,6.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.05,0.04,0.05,Matches,6de23ab0
177,Sofiane Diop,fr FRA,MFFW,Monaco,21,2000,30,24,1948,21.6,6,4,6,0,0,6,0,0.28,0.18,0.46,0.28,0.46,5.6,5.6,4.2,9.7,0.26,0.19,0.45,0.26,0.45,Matches,19053e31
178,Andy Diouf,fr FRA,MF,Rennes,18,2003,5,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,1.99,1.99,0.00,1.99,Matches,9b5237b1
179,Assane Dioussé,sn SEN,MF,Saint-Étienne,23,1997,4,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7f622eef
180,Axel Disasi,fr FRA,DF,Monaco,23,1998,32,30,2721,30.2,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,2.5,2.5,1.1,3.6,0.08,0.04,0.12,0.08,0.12,Matches,ad82197c
181,Tiago Djaló,pt POR,DF,Lille,21,2000,28,26,2329,25.9,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.5,1.5,0.6,2.1,0.06,0.02,0.08,0.06,0.08,Matches,b2336681
182,Alexander Djiku,gh GHA,DF,Strasbourg,26,1994,31,30,2694,29.9,1,0,1,0,0,10,1,0.03,0.00,0.03,0.03,0.03,2.1,2.1,0.6,2.8,0.07,0.02,0.09,0.07,0.09,Matches,43e7a164
183,Bryan Djile Nokoué,cm CMR,DFMF,Saint-Étienne,19,2002,2,0,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,75186a6a
184,Ouparine Djoco,sn SEN,GK,Clermont Foot,23,1998,24,23,2116,23.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,62124972
185,Jeremy Doku,be BEL,FWMF,Rennes,19,2002,14,4,469,5.2,1,2,1,0,0,2,0,0.19,0.38,0.58,0.19,0.58,0.8,0.8,1.8,2.6,0.16,0.34,0.50,0.16,0.50,Matches,fffea3e5
186,Kasper Dolberg,dk DEN,FW,Nice,23,1997,26,19,1492,16.6,6,2,4,2,2,0,0,0.36,0.12,0.48,0.24,0.36,7.0,5.4,1.1,6.5,0.42,0.07,0.49,0.33,0.39,Matches,cc83b74d
187,Brandon Domingues,fr FRA,MFFW,Troyes,21,2000,11,1,231,2.6,1,0,1,0,0,0,0,0.39,0.00,0.39,0.39,0.39,0.8,0.8,0.4,1.2,0.31,0.15,0.46,0.31,0.46,Matches,2a00c6c0
188,Anastasios Donis,gr GRE,FWMF,Reims,24,1996,13,3,370,4.1,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.4,1.6,0.29,0.10,0.39,0.29,0.39,Matches,0f26fd24
189,Gianluigi Donnarumma,it ITA,GK,Paris S-G,22,1999,17,17,1530,17.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,08f5afaa
190,Jodel Dossou,bj BEN,FW,Clermont Foot,29,1992,35,23,2008,22.3,3,1,3,0,0,4,0,0.13,0.04,0.18,0.13,0.18,6.2,6.2,2.5,8.7,0.28,0.11,0.39,0.28,0.39,Matches,a1dbfcb1
191,Lohann Doucet,fr FRA,MFDF,Nantes,18,2002,2,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,dff0c299
192,Cheick Doucouré,ml MLI,MF,Lens,21,2000,34,33,2946,32.7,1,4,1,0,0,7,1,0.03,0.12,0.15,0.03,0.15,2.1,2.1,4.2,6.2,0.06,0.13,0.19,0.06,0.19,Matches,ce4f40c7
193,Fodé Doucouré,ml MLI,DFFW,Reims,20,2001,3,1,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.02,0.02,0.00,0.02,Matches,1bfe34dc
194,Ismaël Doukouré,fr FRA,DF,Strasbourg,18,2003,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0512a60a
195,Kamory Doumbia,ml MLI,MFFW,Reims,18,2003,8,2,352,3.9,2,1,2,0,0,1,0,0.51,0.26,0.77,0.51,0.77,0.8,0.8,0.7,1.5,0.22,0.17,0.39,0.22,0.39,Matches,9226aa22
196,Moussa Doumbia,ml MLI,FW,Reims,26,1994,4,0,86,1.0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,1.0,0.3,0.0,0.3,1.02,0.00,1.02,0.28,0.28,Matches,6481421d
197,Souleyman Doumbia,ci CIV,DFFW,Angers,24,1996,27,27,2219,24.7,0,1,0,0,0,10,1,0.00,0.04,0.04,0.00,0.04,0.9,0.9,1.6,2.6,0.04,0.07,0.10,0.04,0.10,Matches,9daeac61
198,Julian Draxler,de GER,FWMF,Paris S-G,27,1993,18,5,548,6.1,2,1,2,0,0,0,0,0.33,0.16,0.49,0.33,0.49,1.5,1.5,2.4,3.9,0.25,0.39,0.64,0.25,0.64,Matches,1a992676
199,Matthieu Dreyer,fr FRA,GK,Lorient,32,1989,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,fbf83734
200,Leo Dubois,fr FRA,DF,Lyon,26,1994,23,20,1742,19.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.5,2.2,0.03,0.08,0.11,0.03,0.11,Matches,ff0ab48c
201,Jean-Kevin Duverne,fr FRA,DF,Brest,24,1997,37,33,3007,33.4,1,3,1,0,0,1,0,0.03,0.09,0.12,0.03,0.12,1.5,1.5,2.3,3.8,0.04,0.07,0.11,0.04,0.11,Matches,0cbc8baa
202,Enzo Ebosse,cm CMR,DF,Angers,22,1999,27,21,1890,21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.01,0.03,0.03,0.01,0.03,Matches,9ba7b4fa
203,Hugo Ekitike,fr FRA,FW,Reims,19,2002,24,15,1273,14.1,10,3,9,1,2,1,1,0.71,0.21,0.92,0.64,0.85,7.0,5.3,1.7,7.0,0.50,0.12,0.61,0.38,0.49,Matches,5b92d896
204,Alberth Elis,hn HON,FWMF,Bordeaux,25,1996,20,16,1409,15.7,9,1,9,0,1,2,0,0.57,0.06,0.64,0.57,0.64,7.0,6.2,1.4,7.6,0.45,0.09,0.53,0.40,0.48,Matches,104b4ad3
205,Sepe Elye Wahi,fr FRA,FW,Montpellier,18,2003,33,21,1786,19.8,10,1,10,0,0,2,0,0.50,0.05,0.55,0.50,0.55,7.3,7.3,1.0,8.3,0.38,0.05,0.43,0.38,0.43,Matches,0d7b6576
206,Renaud Emond,be BEL,FWMF,Nantes,29,1991,6,2,190,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches,5c9ac7f0
207,Maxime Estève,fr FRA,DF,Montpellier,19,2002,24,20,1857,20.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.04,0.01,0.05,0.04,0.05,Matches,1a066e69
208,Fábio,br BRA,DF,Nantes,31,1990,27,21,1667,18.5,0,2,0,0,0,8,1,0.00,0.11,0.11,0.00,0.11,0.9,0.9,1.1,2.0,0.05,0.06,0.11,0.05,0.11,Matches,bc7b4580
209,Cesc Fàbregas,es ESP,MF,Monaco,34,1987,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.86,0.86,0.00,0.86,Matches,33508c78
210,Wout Faes,be BEL,DF,Reims,23,1998,37,37,3330,37.0,4,0,4,0,0,2,0,0.11,0.00,0.11,0.11,0.11,2.4,2.4,0.3,2.7,0.06,0.01,0.07,0.06,0.07,Matches,9c221d14
211,Romain Faivre,fr FRA,FWMF,Lyon,23,1998,14,9,889,9.9,3,0,3,0,0,0,0,0.30,0.00,0.30,0.30,0.30,2.0,2.0,2.4,4.4,0.20,0.25,0.45,0.20,0.45,Matches,745ca0a3
212,Romain Faivre,fr FRA,MF,Brest,23,1998,21,20,1795,19.9,7,5,2,5,5,1,0,0.35,0.25,0.60,0.10,0.35,6.9,3.0,4.0,7.0,0.35,0.20,0.55,0.15,0.35,Matches,745ca0a3
213,Wuilker Faríñez,ve VEN,GK,Lens,23,1998,13,11,1105,12.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2c127b6f
214,Noah Fatar,fr FRA,DFMF,Angers,19,2002,3,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2693f6bc
215,Julien Faussurier,fr FRA,MFDF,Brest,34,1987,16,4,489,5.4,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.4,0.4,1.1,1.5,0.07,0.20,0.27,0.07,0.27,Matches,767212e6
216,Jordan Ferri,fr FRA,MF,Montpellier,29,1992,34,33,2911,32.3,0,2,0,0,0,13,1,0.00,0.06,0.06,0.00,0.06,0.5,0.5,3.4,3.9,0.01,0.10,0.12,0.01,0.12,Matches,375622c5
217,Karol Fila,pl POL,DF,Strasbourg,23,1998,16,7,560,6.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.07,0.07,0.00,0.07,Matches,50ac8941
218,Alexis Flips,fr FRA,MFDF,Reims,21,2000,25,13,1056,11.7,2,4,1,1,1,2,0,0.17,0.34,0.51,0.09,0.43,2.4,1.6,3.1,4.8,0.21,0.27,0.48,0.14,0.41,Matches,caef7840
219,Mamadou Fofana,ml MLI,DF,Metz,23,1998,1,0,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4c4ffacc
220,Seko Fofana,ci CIV,MF,Lens,26,1995,38,38,3357,37.3,8,1,8,0,0,2,0,0.21,0.03,0.24,0.21,0.24,8.0,8.0,4.0,12.0,0.21,0.11,0.32,0.21,0.32,Matches,5313ed43
221,Youssouf Fofana,fr FRA,MF,Monaco,22,1999,33,23,2190,24.3,0,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,1.5,1.5,3.3,4.8,0.06,0.14,0.20,0.06,0.20,Matches,822d51d7
222,Thomas Foket,be BEL,DFFW,Reims,26,1994,29,26,2235,24.8,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,1.8,2.5,0.03,0.07,0.10,0.03,0.10,Matches,90eb507d
223,Thomas Fontaine,mg MAD,DF,Lorient,30,1991,2,2,167,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9f90c06b
