,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
1,Yunis Abdelhamid,ma MAR,DF,Reims,33,1987,33.1,25,0.75,16,0,2,1,0,6,1,0.03,1,0,0,0,0,0,Matches,32c2d95f
2,Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,27.4,53,1.94,41,0,0,4,4,4,4,0.15,3,0,0,0,0,1,Matches,82464ce3
3,Laurent Abergel,fr FRA,MF,Lorient,28,1993,32.8,82,2.50,65,2,3,1,7,4,9,0.27,8,0,0,0,1,0,Matches,31626657
4,Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,469d3d84
5,Matthis Abline,fr FRA,FW,Rennes,18,2003,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0e46fa2f
6,Mohamed Achi,fr FRA,MF,Nantes,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1e93fc5d
7,Martin Adeline,fr FRA,MFFW,Reims,17,2003,3.9,10,2.56,8,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches,7587446d
8,Yacine Adli,fr FRA,MFFW,Bordeaux,21,2000,25.1,120,4.78,80,22,6,3,5,4,18,0.72,13,3,1,0,1,0,Matches,26777636
9,Lucien Agoume,fr FRA,MF,Brest,19,2002,20.8,35,1.69,28,1,1,4,1,0,2,0.10,2,0,0,0,0,0,Matches,8bc8829a
10,Nayef Aguerd,ma MAR,DF,Rennes,25,1996,30.4,15,0.49,10,0,0,4,1,0,4,0.13,3,0,0,0,1,0,Matches,288e1e13
11,Ruben Aguilar,fr FRA,DF,Monaco,28,1993,23.8,31,1.30,23,1,1,1,2,3,3,0.13,3,0,0,0,0,0,Matches,3dd738a1
12,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,22,1999,15.0,21,1.40,16,1,0,2,0,2,2,0.13,2,0,0,0,0,0,Matches,eab957a3
13,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,27,1994,11.2,24,2.15,19,0,1,1,1,2,3,0.27,3,0,0,0,0,0,Matches,48b28bfd
14,Ludovic Ajorque,re REU,FW,Strasbourg,27,1994,30.4,83,2.73,62,0,2,9,9,1,10,0.33,6,0,0,2,2,0,Matches,462475ed
15,Maghnes Akliouche,fr FRA,MFFW,Monaco,19,2002,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b625b241
16,Sofiane Alakouch,ma MAR,DFMF,Metz,23,1998,1.8,4,2.28,2,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,5314e067
17,Josué Albert,gf GUF,DF,Clermont Foot,29,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3d738df0
18,Doğan Alemdar,tr TUR,GK,Rennes,18,2002,12.0,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,9e17ccff
19,Mohamed Ali Cho,fr FRA,FW,Angers,17,2004,20.4,42,2.06,23,0,11,2,5,1,7,0.34,4,0,0,2,1,0,Matches,f8405304
20,Jim Allevinah,ga GAB,FW,Clermont Foot,26,1995,16.5,52,3.15,31,4,9,6,1,1,3,0.18,2,0,0,1,0,0,Matches,1956b948
21,Ibrahim Amadou,fr FRA,DFMF,Metz,28,1993,9.0,10,1.11,8,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,9260926b
22,Jordan Amavi,fr FRA,DF,Nice,27,1994,4.6,5,1.09,3,0,0,0,2,0,1,0.22,0,0,0,0,1,0,Matches,22721b88
23,Jordan Amavi,fr FRA,DFFW,Marseille,27,1994,1.4,2,1.41,2,0,0,0,0,0,1,0.70,1,0,0,0,0,0,Matches,22721b88
24,Benjamin André,fr FRA,MF,Lille,30,1990,30.6,60,1.96,46,2,2,3,1,6,6,0.20,4,0,0,1,0,1,Matches,ef9c1c95
25,Houssem Aouar,fr FRA,MFFW,Lyon,23,1998,27.8,99,3.56,76,3,6,9,4,1,6,0.22,5,0,0,1,0,0,Matches,a5db0bec
26,Adil Aouchiche,fr FRA,MFFW,Saint-Étienne,19,2002,12.0,38,3.17,21,10,1,1,5,0,5,0.42,3,2,0,0,0,0,Matches,b94b8be1
27,Dennis Appiah,fr FRA,DF,Nantes,29,1992,23.3,12,0.51,11,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,feb5d3ab
28,Lorenz Assignon,tg TOG,DF,Rennes,21,2000,6.8,19,2.77,13,0,0,3,2,1,1,0.15,1,0,0,0,0,0,Matches,b026bbf6
29,Youcef Atal,dz ALG,DF,Nice,25,1996,12.7,31,2.45,22,0,2,1,4,2,3,0.24,2,0,0,0,1,0,Matches,6a827d8e
30,Jean-Kévin Augustin,fr FRA,FWMF,Nantes,24,1997,0.9,1,1.07,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,97bfa797
31,Karim Azamoum,fr FRA,DF,Troyes,31,1990,4.3,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,eaf71a5e
32,Loïc Bade,fr FRA,DF,Rennes,21,2000,10.9,6,0.55,3,0,0,2,0,1,2,0.18,0,0,0,1,0,1,Matches,114bbdee
33,Benoît Badiashile,fr FRA,DF,Monaco,20,2001,20.4,16,0.78,11,0,0,3,0,2,1,0.05,0,0,0,1,0,0,Matches,06df8256
34,Youssouph Badji,sn SEN,FWMF,Brest,19,2001,1.5,3,1.99,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6a2b9aee
35,Stéphane Bahoken,cm CMR,FW,Angers,29,1992,12.2,15,1.23,13,0,0,1,1,0,1,0.08,1,0,0,0,0,0,Matches,5046b7d4
36,Dénys Bain,fr FRA,DF,Brest,28,1993,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5065d67d
37,Stefan Bajic,fr FRA,GK,Saint-Étienne,19,2001,5.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,be13e5a8
38,Cédric Bakambu,cd COD,FW,Marseille,30,1991,4.0,13,3.30,11,0,1,1,0,0,3,0.76,3,0,0,0,0,0,Matches,0af4dcf0
39,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,18,2002,3.4,3,0.88,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,ee95585f
40,Dilane Bakwa,fr FRA,FWMF,Bordeaux,18,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2b5a35e5
41,Ibrahima Baldé,fr FRA,FWMF,Lens,18,2003,0.6,1,1.58,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a30cb0d4
42,Leonardo Balerdi,ar ARG,DF,Marseille,22,1999,10.6,5,0.47,2,1,1,1,0,0,1,0.09,0,1,0,0,0,0,Matches,7c3ed041
43,Abdoulaye Bamba,ci CIV,DFFW,Angers,31,1990,5.1,7,1.38,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7fecbcdb
44,Jonathan Bamba,fr FRA,MFFW,Lille,25,1996,27.0,87,3.23,46,25,8,3,4,1,7,0.26,5,0,1,1,0,0,Matches,b2bd0f6c
45,Simon Banza,fr FRA,FW,Lens,24,1996,1.4,4,2.90,3,0,0,0,0,1,2,1.45,1,0,0,0,0,1,Matches,be47b750
46,Danilo Barbosa,br BRA,DF,Nice,25,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0557ff4f
47,Bradley Barcola,fr FRA,FWMF,Lyon,18,2002,2.9,11,3.74,9,0,1,1,0,0,2,0.68,2,0,0,0,0,0,Matches,a0d55a09
48,Melvin Bard,fr FRA,DF,Nice,20,2000,28.8,43,1.49,38,3,1,0,0,1,4,0.14,4,0,0,0,0,0,Matches,1ddbc7ca
49,Toma Bašić,hr CRO,MF,Bordeaux,24,1996,2.3,6,2.58,2,3,1,0,0,0,1,0.43,0,1,0,0,0,0,Matches,80556f08
50,Amine Bassi,fr FRA,MFFW,Metz,23,1997,2.0,12,5.87,4,6,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,ced1d98f
51,Paul Baysse,fr FRA,MFDF,Bordeaux,33,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2515040a
52,Youcef Belaïli,dz ALG,MFFW,Brest,29,1992,9.2,36,3.93,18,8,4,4,2,0,4,0.44,3,0,1,0,0,0,Matches,1a248246
53,Haris Belkebla,dz ALG,MF,Brest,27,1994,25.7,33,1.29,31,0,0,1,1,0,1,0.04,1,0,0,0,0,0,Matches,2b1bed19
54,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,23,1998,25.9,52,2.01,31,5,2,5,7,2,5,0.19,3,0,0,1,1,0,Matches,10f0fdd3
55,Jeanöel Belocian,fr FRA,DF,Rennes,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c678ddd7
56,Hatem Ben Arfa,fr FRA,FWMF,Lille,34,1987,3.5,13,3.73,9,2,1,1,0,0,2,0.57,1,0,1,0,0,0,Matches,74dc806c
57,Salim Ben Seghir,fr FRA,MF,Marseille,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1f6298f2
58,Wissam Ben Yedder,fr FRA,FW,Monaco,30,1990,28.1,70,2.49,56,0,4,5,5,0,13,0.46,9,0,2,1,1,0,Matches,942b4f90
59,Darío Benedetto,ar ARG,FWMF,Marseille,31,1990,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bef0a7ac
60,Walter Benítez,ar ARG,GK,Nice,28,1993,37.0,3,0.08,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,8a2248b4
61,Loris Benito,ch SUI,DF,Bordeaux,29,1992,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f5b6fb78
62,Nabil Bentaleb,dz ALG,MF,Angers,26,1994,16.8,17,1.01,14,0,1,1,1,0,1,0.06,1,0,0,0,0,0,Matches,3189f61a
63,Patrick Berg,no NOR,MF,Lens,23,1997,3.4,5,1.47,4,0,0,1,0,0,1,0.29,1,0,0,0,0,0,Matches,e4114f5d
64,Mitchell van Bergen,nl NED,FWMF,Reims,21,1999,10.9,27,2.47,17,5,4,1,0,0,0,0.00,0,0,0,0,0,0,Matches,0b2c9aec
65,Valon Berisha,xk KVX,MFFW,Reims,28,1993,5.1,10,1.98,5,4,1,0,0,0,2,0.40,1,1,0,0,0,0,Matches,d5575935
66,Paul Bernardoni,fr FRA,GK,Angers,24,1997,13.0,1,0.08,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28dabd43
67,Paul Bernardoni,fr FRA,GK,Saint-Étienne,24,1997,19.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28dabd43
68,Juan Bernat,es ESP,DFMF,Paris S-G,28,1993,10.6,10,0.94,10,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches,433dc9a2
69,Dimitry Bertaud,fr FRA,GK,Montpellier,23,1998,9.3,2,0.22,2,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches,380a15e2
70,Jason Berthomier,fr FRA,MF,Clermont Foot,31,1990,19.2,88,4.58,44,33,5,5,1,0,9,0.47,3,5,0,1,0,0,Matches,03e91055
71,Giulian Biancone,fr FRA,DFMF,Troyes,21,2000,25.5,46,1.81,33,1,0,5,4,3,3,0.12,2,1,0,0,0,0,Matches,de40e38c
72,El Bilal Touré,ml MLI,FW,Reims,19,2001,13.3,26,1.96,20,0,1,3,1,1,7,0.53,5,0,0,2,0,0,Matches,47c609d5
73,Jean-Claude Billong,cm CMR,DF,Clermont Foot,27,1993,10.9,4,0.37,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,a3e1d20d
74,Nathan Bitu Mazala,fr FRA,DF,Paris S-G,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0f697e02
75,Marco Bizot,nl NED,GK,Brest,30,1991,38.0,7,0.18,6,0,0,0,0,1,2,0.05,2,0,0,0,0,0,Matches,3d214e5f
76,Ludovic Blas,fr FRA,MFFW,Nantes,23,1997,32.9,107,3.25,78,2,6,11,8,2,16,0.49,12,0,1,1,2,0,Matches,6191093d
77,Myron Boadu,nl NED,FW,Monaco,20,2001,10.7,22,2.07,16,0,3,0,3,0,5,0.47,3,0,1,0,1,0,Matches,5b479568
78,Jérôme Boateng,de GER,DF,Lyon,32,1988,18.0,24,1.33,20,1,0,2,0,1,3,0.17,3,0,0,0,0,0,Matches,2db2fd7b
79,Antonin Bobichon,fr FRA,MFFW,Angers,25,1995,0.4,2,4.74,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7d937aa1
80,Quentin Boisgard,fr FRA,MFFW,Lorient,24,1997,10.6,27,2.54,17,6,0,1,3,0,2,0.19,2,0,0,0,0,0,Matches,f6496133
81,Charles Boli,fr FRA,MFDF,Lens,22,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bbdd999a
82,Sven Botman,nl NED,DF,Lille,21,2000,25.0,20,0.80,16,1,1,0,0,2,4,0.16,1,1,0,0,0,2,Matches,ccce7025
83,Denis Bouanga,ga GAB,FWMF,Saint-Étienne,26,1994,27.1,89,3.29,49,7,17,8,3,5,12,0.44,5,3,1,2,0,1,Matches,0b0cbe5b
84,Hicham Boudaoui,dz ALG,MF,Nice,21,1999,18.0,32,1.78,27,0,0,2,3,0,4,0.22,4,0,0,0,0,0,Matches,f9d5908e
85,Ryad Boudebouz,dz ALG,MFFW,Saint-Étienne,31,1990,25.0,95,3.80,74,13,4,2,2,0,6,0.24,4,0,1,1,0,0,Matches,1001ae82
86,Sofiane Boufal,ma MAR,FWMF,Angers,27,1993,25.9,136,5.25,61,31,20,7,13,4,15,0.58,7,1,1,2,4,0,Matches,b0c71810
87,Farid Boulaya,dz ALG,MFFW,Metz,28,1993,17.0,46,2.71,31,13,0,1,0,1,2,0.12,0,2,0,0,0,0,Matches,a0791826
88,Ismaëlben Boura,fr FRA,DF,Lens,20,2000,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,62e02107
89,Benjamin Bourigeaud,fr FRA,FWMF,Rennes,27,1994,35.5,176,4.96,96,71,1,4,1,3,18,0.51,14,4,0,0,0,0,Matches,20e73fac
90,Redwan Bourles,fr FRA,MFFW,Lorient,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5c7895a0
91,Domagoj Bradarić,hr CRO,DF,Lille,21,1999,4.6,10,2.16,8,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8bbe2df5
92,Bilal Brahimi,dz ALG,MF,Nice,21,2000,4.2,18,4.29,13,4,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,02bcaf8e
93,Bilal Brahimi,dz ALG,FW,Angers,21,2000,3.8,13,3.46,8,0,3,0,2,0,3,0.80,1,0,1,0,1,0,Matches,02bcaf8e
94,Lilian Brassier,fr FRA,DF,Brest,21,1999,25.1,21,0.84,18,1,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches,5b146df3
95,Jimmy Briand,fr FRA,FWMF,Bordeaux,35,1985,2.5,19,7.60,14,1,1,2,0,1,2,0.80,1,0,0,1,0,0,Matches,f83c8d6c
96,Dylan Bronn,tn TUN,DF,Metz,26,1995,28.3,18,0.64,14,0,0,1,0,3,5,0.18,3,0,0,1,0,1,Matches,edd81e2a
97,Osman Bukari,gh GHA,FWMF,Nantes,22,1998,11.2,33,2.94,25,0,6,2,0,0,8,0.71,7,0,1,0,0,0,Matches,eab85789
98,Maxime Busi,be BEL,DF,Reims,21,1999,14.4,31,2.15,28,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,7b082ec2
99,Oriol Busquets,es ESP,MF,Clermont Foot,22,1999,2.2,4,1.79,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,49712367
100,Marcin Bułka,pl POL,GK,Nice,21,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,db87a2c4
101,Rémy Cabella,fr FRA,MFFW,Montpellier,31,1990,3.5,16,4.60,14,0,0,0,2,0,1,0.29,1,0,0,0,0,0,Matches,148e136f
102,Jimmy Cabot,fr FRA,DF,Angers,27,1994,22.3,39,1.75,28,4,1,1,1,4,4,0.18,3,0,0,0,1,0,Matches,46359159
103,Anthony Caci,fr FRA,DF,Strasbourg,24,1997,26.6,56,2.11,46,3,2,0,3,2,5,0.19,4,0,0,0,1,0,Matches,0118c54c
104,Mathieu Cafaro,fr FRA,MFFW,Reims,24,1997,2.1,3,1.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2a657da0
105,Yannick Cahuzac,fr FRA,MF,Lens,36,1985,6.9,4,0.58,3,0,0,0,0,1,1,0.15,1,0,0,0,0,0,Matches,677ee102
106,Marc-Aurèle Caillard,fr FRA,GK,Metz,27,1994,17.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5ee6e943
107,Jens Cajuste,se SWE,MFFW,Reims,21,1999,4.0,7,1.73,3,0,3,1,0,0,1,0.25,1,0,0,0,0,0,Matches,928a4a61
108,Duje Ćaleta-Car,hr CRO,DF,Marseille,24,1996,22.9,12,0.52,9,1,0,0,1,1,2,0.09,1,0,0,0,1,0,Matches,94f8d10c
109,Lucas Calodat,fr FRA,DF,Saint-Étienne,19,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7a72e960
110,Mahdi Camara,fr FRA,MFDF,Saint-Étienne,23,1998,34.1,79,2.31,54,6,5,1,10,3,6,0.18,3,0,0,0,2,1,Matches,8577e60a
111,Mamadou Camara,fr FRA,FW,Troyes,20,2001,0.4,1,2.25,1,0,0,0,0,0,1,2.25,1,0,0,0,0,0,Matches,316e70c7
112,Eduardo Camavinga,fr FRA,MF,Rennes,18,2002,1.6,4,2.52,3,0,0,0,1,0,1,0.63,1,0,0,0,0,0,Matches,7b9c2d84
113,Fali Candé,gw GNB,DF,Metz,23,1998,10.8,17,1.57,9,6,0,1,0,1,3,0.28,3,0,0,0,0,0,Matches,3cc4bb19
114,Pierrick Capelle,fr FRA,MFDF,Angers,34,1987,13.3,32,2.41,17,6,3,5,1,0,5,0.38,0,0,2,2,1,0,Matches,79b2399c
115,Maxence Caqueret,fr FRA,MF,Lyon,21,2000,25.9,62,2.39,53,4,3,1,1,0,5,0.19,5,0,0,0,0,0,Matches,f81ef10d
116,Irvin Cardona,fr FRA,FWMF,Brest,23,1997,14.8,27,1.82,18,3,1,1,4,0,4,0.27,2,0,1,0,1,0,Matches,5e080f73
117,Igor Carioca,br BRA,DF,Lorient,24,1996,17.5,31,1.77,25,1,1,2,1,1,2,0.11,2,0,0,0,0,0,Matches,e3e32fbb
118,Moreto Cassamã,gw GNB,MF,Reims,23,1998,8.9,24,2.69,12,8,1,1,2,0,3,0.34,1,0,1,0,1,0,Matches,f54d2149
119,Jean-Charles Castelletto,cm CMR,DF,Nantes,26,1995,27.9,16,0.57,11,0,0,3,1,1,1,0.04,0,0,0,1,0,0,Matches,e0f3a1f6
120,Zeki Çelik,tr TUR,DF,Lille,24,1997,30.0,51,1.70,44,1,1,2,2,1,9,0.30,6,0,0,1,1,1,Matches,31a62dc7
121,Fabien Centonze,fr FRA,DF,Metz,25,1996,17.6,26,1.48,18,1,2,1,3,1,3,0.17,3,0,0,0,0,0,Matches,3c6bbbab
122,Leonardo César Jardim,br BRA,GK,Lille,26,1995,17.0,,,,,,,,,,,,,,,,,Matches,f5dfc256
123,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2180c761
124,Nassim Chadli,fr FRA,MFDF,Troyes,20,2001,1.1,3,2.78,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,5c61496e
125,Mehdi Chahiri,ma MAR,DF,Strasbourg,25,1996,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1787195f
126,Dylan Chambost,fr FRA,MFFW,Troyes,23,1997,8.4,21,2.50,16,3,0,2,0,0,1,0.12,0,1,0,0,0,0,Matches,dbde4959
127,Brendan Chardonnet,fr FRA,DF,Brest,26,1994,29.8,22,0.74,15,1,0,3,0,3,2,0.07,2,0,0,0,0,0,Matches,16aa7d4c
128,Xavier Chavalerin,fr FRA,MF,Troyes,30,1991,30.2,58,1.92,40,7,4,5,0,2,8,0.27,6,0,0,2,0,0,Matches,279ddf6a
129,Xavier Chavalerin,fr FRA,MF,Reims,30,1991,2.4,5,2.05,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,279ddf6a
130,Rayan Cherki,fr FRA,FWMF,Lyon,17,2003,4.9,21,4.30,13,6,2,0,0,0,1,0.20,0,1,0,0,0,0,Matches,b34c63a5
131,Pedro Chirivella,es ESP,MF,Nantes,24,1997,29.3,63,2.15,59,0,1,0,0,3,5,0.17,4,0,0,0,0,1,Matches,68a26d51
132,Joris Chotard,fr FRA,MF,Montpellier,19,2001,32.6,38,1.17,31,1,1,0,2,3,5,0.15,3,0,1,0,1,0,Matches,7909ffa4
133,Alexis Claude-Maurice,fr FRA,MF,Nice,23,1998,2.3,12,5.17,8,4,0,0,0,0,3,1.29,2,1,0,0,0,0,Matches,741418c3
134,Jonathan Clauss,fr FRA,DF,Lens,28,1992,33.8,141,4.17,82,45,3,5,2,4,21,0.62,16,2,1,1,0,1,Matches,5219ab4a
135,Marcus Coco,fr FRA,MFFW,Nantes,25,1996,10.3,17,1.65,10,0,2,2,2,1,2,0.19,2,0,0,0,0,0,Matches,3010aefb
136,Abdu Conté,pt POR,DF,Troyes,23,1998,15.0,22,1.47,16,1,0,2,2,1,2,0.13,2,0,0,0,0,0,Matches,cfa49cc1
137,Sébastien Corchia,fr FRA,DF,Nantes,30,1990,14.7,26,1.77,14,7,0,2,3,0,4,0.27,2,1,0,0,1,0,Matches,0e7ccfc4
138,Maxwel Cornet,ci CIV,DF,Lyon,24,1996,0.7,2,2.81,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,beb391dd
139,David Pereira da Costa,pt POR,MFFW,Lens,20,2001,16.3,70,4.30,61,1,3,3,0,2,10,0.61,8,0,1,1,0,0,Matches,59948ef7
140,Benoît Costil,fr FRA,GK,Bordeaux,34,1987,25.0,6,0.24,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2434f24a
141,Kalifa Coulibaly,ml MLI,FW,Nantes,29,1991,9.4,15,1.59,13,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,9980269a
142,Nicolas Cozza,fr FRA,DF,Montpellier,22,1999,30.8,34,1.10,20,2,3,0,4,5,6,0.19,3,1,1,0,0,1,Matches,8f325097
143,Enzo Crivelli,fr FRA,FWMF,Saint-Étienne,26,1995,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,06f33dc8
144,Wylan Cyprien,fr FRA,MF,Nantes,26,1995,16.6,60,3.62,33,19,2,4,1,1,9,0.54,4,2,0,2,0,1,Matches,3e092724
145,Lucas Da Cunha,fr FRA,MF,Nice,20,2001,4.4,23,5.27,14,6,0,1,2,0,1,0.23,1,0,0,0,0,0,Matches,007faf7a
146,Lucas Da Cunha,fr FRA,FWMF,Clermont Foot,20,2001,9.3,23,2.48,19,2,1,0,1,0,1,0.11,1,0,0,0,0,0,Matches,007faf7a
147,Damien Da Silva,fr FRA,DF,Lyon,33,1988,12.5,9,0.72,4,0,0,3,0,2,1,0.08,1,0,0,0,0,0,Matches,1ec7e1c5
148,Colin Dagba,fr FRA,DF,Paris S-G,22,1998,1.8,4,2.18,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,29c02c9f
149,Flavius Daniliuc,at AUT,DF,Nice,20,2001,14.4,12,0.83,11,0,0,0,0,1,2,0.14,2,0,0,0,0,0,Matches,7ef972c3
150,Kevin Danso,at AUT,DF,Lens,22,1998,31.0,26,0.84,20,1,1,1,1,2,2,0.06,1,0,0,0,1,0,Matches,6e33125f
151,Dante,br BRA,DF,Nice,37,1983,31.9,29,0.91,23,0,0,1,1,4,3,0.09,1,0,0,1,1,0,Matches,fd2bc67d
152,Jonathan David,ca CAN,FW,Lille,21,2000,31.2,76,2.45,62,0,3,8,3,0,4,0.13,4,0,0,0,0,0,Matches,ce50fd99
153,Konrad De La Fuente,us USA,FWMF,Marseille,20,2001,8.7,22,2.53,18,0,3,1,0,0,5,0.57,3,0,1,1,0,0,Matches,4b77bb89
154,Romain Del Castillo,fr FRA,MFFW,Rennes,25,1996,0.3,2,6.43,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0be95d34
155,Romain Del Castillo,fr FRA,MFFW,Brest,25,1996,10.8,34,3.14,23,3,2,4,2,0,10,0.92,7,2,0,0,1,0,Matches,0be95d34
156,Thomas Delaine,fr FRA,DF,Metz,29,1992,25.7,50,1.94,41,5,2,1,1,0,2,0.08,2,0,0,0,0,0,Matches,8332db56
157,Sacha Delaye,fr FRA,MFFW,Montpellier,19,2002,2.9,7,2.49,4,0,1,1,0,1,2,0.71,1,0,1,0,0,0,Matches,e4448c8c
158,Andy Delort,dz ALG,FW,Nice,29,1991,27.2,65,2.39,50,1,4,5,4,1,9,0.33,6,0,0,1,2,0,Matches,d33c706e
159,Andy Delort,dz ALG,FW,Montpellier,29,1991,3.0,12,4.01,11,0,0,1,0,0,1,0.33,0,0,0,1,0,0,Matches,d33c706e
160,Moussa Dembélé,fr FRA,FW,Lyon,25,1996,24.5,63,2.57,41,0,7,6,7,2,15,0.61,7,0,2,3,3,0,Matches,e7986081
161,Jason Denayer,be BEL,DF,Lyon,26,1995,11.1,6,0.54,4,0,0,0,0,2,1,0.09,1,0,0,0,0,0,Matches,47af88b8
162,Arthur Desmas,fr FRA,GK,Clermont Foot,27,1994,14.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e8c5dd4d
163,Ángel Di María,ar ARG,FW,Paris S-G,33,1988,18.3,101,5.53,73,16,6,4,2,0,12,0.66,11,0,0,0,1,0,Matches,19cda00b
164,Yadaly Diaby,fr FRA,FWMF,Clermont Foot,20,2000,0.7,1,1.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5630a6e0
165,Ibrahim Diakité,gn GUI,MF,Reims,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d8c19a60
166,Abdou Diallo,sn SEN,DF,Paris S-G,25,1996,9.7,6,0.62,6,0,0,0,0,0,2,0.21,2,0,0,0,0,0,Matches,fc62f087
167,Habib Diallo,sn SEN,FW,Strasbourg,26,1995,17.1,33,1.93,24,0,4,4,1,0,8,0.47,4,0,3,1,0,0,Matches,6605d143
168,Mouhamadou Diarra,sn SEN,MF,Strasbourg,17,2004,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6d0fe035
